mdom	type	dmel
LOC101894050_XP_005186715.1	n:n	FBgn0042207_FBpp0082113,FBgn0038067_FBpp0110078,FBgn0038068_FBpp0292848,FBgn0038069_FBpp0292849
LOC101894051_XP_005187314.1	1:1	FBgn0032974_FBpp0304046
LOC101894052_XP_005187474.1	1:1	FBgn0031381_FBpp0077492
LOC101894053_XP_005188077.1	1:1	FBgn0000575_FBpp0072477
LOC101894054_XP_005188609.1	1:1	FBgn0039156_FBpp0083935
LOC101894056_XP_005189259.1	1:1	FBgn0039075_FBpp0290307
LOC101894061_XP_005190372.1	1:1	FBgn0035944_FBpp0290362
LOC101894062_XP_005191029.1	n:1	FBgn0004781_FBpp0081191
LOC101894063_XP_005191277.1	1:1	FBgn0001977_FBpp0080284
LOC101894065_XP_005191682.1	n:n	FBgn0266448_FBpp0310817,FBgn0266446_FBpp0310814,FBgn0266451_FBpp0310816
LOC101894067_XP_005192077.1	n:n	FBgn0038087_FBpp0082156,FBgn0038092_FBpp0082152
LOC101894068_XP_005192148.1	n:1	FBgn0266347_FBpp0289395
LOC101894069_XP_005175452.1	1:1	FBgn0038057_FBpp0292147
LOC101894071_XP_005175790.1	1:1	FBgn0020261_FBpp0291292
LOC101894072_XP_005175946.1	1:1	FBgn0014396_FBpp0305454
LOC101894073_XP_005176476.1	1:1	FBgn0031652_FBpp0078693
LOC101894074_XP_005176567.1	n:1	FBgn0034394_FBpp0309428
LOC101894075_XP_005176656.1	1:1	FBgn0029531_FBpp0070145
LOC101894076_XP_005176738.1	n:1	FBgn0036760_FBpp0074927
LOC101894077_XP_005176916.1	1:1	FBgn0036579_FBpp0075212
LOC101894079_XP_005177380.1	1:1	FBgn0003274_FBpp0086252
LOC101894080_XP_005178414.1	1:1	FBgn0028418_FBpp0075465
LOC101894081_XP_005178582.1	1:1	FBgn0085265_FBpp0311852
LOC101894082_XP_005178764.1	1:1	FBgn0011725_FBpp0083954
LOC101894084_XP_005179205.1	n:1	FBgn0053514_FBpp0073145
LOC101894085_XP_005179297.1	1:1	FBgn0261786_FBpp0071967
LOC101894086_XP_005179475.1	1:1	FBgn0085455_FBpp0111639
LOC101894087_XP_005179564.1	n:1	FBgn0028841_FBpp0309208
LOC101894088_XP_005179656.1	1:1	FBgn0038806_FBpp0083317
LOC101894089_XP_005179742.1	1:1	FBgn0000579_FBpp0077572
LOC101894090_XP_005179827.1	n:1	FBgn0030361_FBpp0312345
LOC101894092_XP_005181219.1	1:1	FBgn0011204_FBpp0072590
LOC101894093_XP_005181404.1	1:1	FBgn0051176_FBpp0083513
LOC101894094_XP_005181480.1	1:1	FBgn0034031_FBpp0297524
LOC101894095_XP_005181657.1	n:1	FBgn0003002_FBpp0078477
LOC101894096_XP_005181825.1	n:n	FBgn0053640_FBpp0304782,FBgn0053641_FBpp0090984,FBgn0053642_FBpp0090985,FBgn0053643_FBpp0090986,FBgn0053645_FBpp0304783
LOC101894097_XP_005181916.1	1:n	FBgn0037456_FBpp0081201,FBgn0033141_FBpp0311584
LOC101894098_XP_005182427.1	1:1	FBgn0027607_FBpp0087755
LOC101894100_XP_005183544.1	1:1	FBgn0039876_FBpp0303147
LOC101894101_XP_005185070.1	n:n	FBgn0044051_FBpp0076057,FBgn0044050_FBpp0076102
LOC101894102_XP_005185321.1	1:1	FBgn0036974_FBpp0304202
LOC101894103_XP_005185490.1	1:1	FBgn0011016_FBpp0075209
LOC101894104_XP_005185660.1	n:1	FBgn0035077_FBpp0113055
LOC101894105_XP_005185748.1	1:1	FBgn0036180_FBpp0271814
LOC101894106_XP_005185897.1	n:1	FBgn0263198_FBpp0080689
LOC101894107_XP_005186228.1	1:1	FBgn0034126_FBpp0086301
LOC101894108_XP_005186649.1	1:1	FBgn0035060_FBpp0072340
LOC101894109_XP_005186804.1	1:1	FBgn0038405_FBpp0310843
LOC101894110_XP_005187056.1	n:1	FBgn0085234_FBpp0111313
LOC101894112_XP_005187229.1	1:1	FBgn0036356_FBpp0075595
LOC101894113_XP_005187400.1	1:1	FBgn0033725_FBpp0087027
LOC101894114_XP_005187643.1	1:1	FBgn0031050_FBpp0311876
LOC101894115_XP_005188169.1	1:1	FBgn0083975_FBpp0290894
LOC101894116_XP_005188255.1	1:n	FBgn0053310_FBpp0310272,FBgn0038690_FBpp0083158
LOC101894117_XP_005188698.1	n:n	FBgn0039439_FBpp0084425,FBgn0039440_FBpp0113030,FBgn0051080_FBpp0084404,FBgn0039441_FBpp0084403,FBgn0039436_FBpp0084429,FBgn0039437_FBpp0084428,FBgn0039434_FBpp0084401
LOC101894119_XP_005189116.1	n:n	FBgn0044051_FBpp0076057,FBgn0044050_FBpp0076102
LOC101894121_XP_005189902.1	n:1	FBgn0040056_FBpp0306043
LOC101894122_XP_005190298.1	n:n	FBgn0051703_FBpp0085300,FBgn0051702_FBpp0085288,FBgn0034722_FBpp0309752
LOC101894123_XP_005190536.1	1:1	FBgn0034315_FBpp0085950
LOC101894124_XP_005190620.1	n:1	FBgn0052241_FBpp0292131
LOC101894125_XP_005190707.1	1:1	FBgn0032720_FBpp0088360
LOC101894126_XP_005190874.1	1:1	FBgn0039663_FBpp0306446
LOC101894128_XP_005191441.1	1:1	FBgn0263260_FBpp0087519
LOC101894129_XP_005191757.1	1:1	FBgn0026150_FBpp0080509
LOC101894130_XP_005191990.1	n:1	FBgn0037312_FBpp0078450
LOC101894131_XP_005174894.1	n:1	FBgn0035868_FBpp0076437
LOC101894132_XP_005175215.1	1:1	FBgn0028408_FBpp0111843
LOC101894133_XP_005175288.1	n:n	FBgn0004783_FBpp0081189,FBgn0004782_FBpp0081190
LOC101894134_XP_005175862.1	1:1	FBgn0260945_FBpp0289788
LOC101894135_XP_005176028.1	1:1	FBgn0039140_FBpp0302814
LOC101894136_XP_005176114.1	1:1	FBgn0002780_FBpp0085233
LOC101894137_XP_005176831.1	1:1	FBgn0040340_FBpp0304840
LOC101894138_XP_005177891.1	1:1	FBgn0030148_FBpp0311996
LOC101894139_XP_005177983.1	1:1	FBgn0034921_FBpp0290862
LOC101894141_XP_005178325.1	1:1	FBgn0033761_FBpp0086993
LOC101894142_XP_005178501.1	1:1	FBgn0004855_FBpp0082384
LOC101894143_XP_005179024.1	1:1	FBgn0033194_FBpp0301727
LOC101894144_XP_005179380.1	1:1	FBgn0030266_FBpp0073337
LOC101894145_XP_005179907.1	1:1	FBgn0027567_FBpp0076069
LOC101894146_XP_005180080.1	1:1	FBgn0039038_FBpp0083736
LOC101894147_XP_005180257.1	n:1	FBgn0000054_FBpp0303284
LOC101894148_XP_005180346.1	1:1	FBgn0005616_FBpp0077259
LOC101894149_XP_005180433.1	n:1	FBgn0039069_FBpp0306564
LOC101894150_XP_005180525.1	1:1	FBgn0036775_FBpp0074902
LOC101894151_XP_005180704.1	1:1	FBgn0033448_FBpp0111974
LOC101894152_XP_005180969.1	1:1	FBgn0035057_FBpp0072278
LOC101894153_XP_005181312.1	1:1	FBgn0034177_FBpp0086205
LOC101894154_XP_005181567.1	1:n	FBgn0260463_FBpp0081572,FBgn0051352_FBpp0289791
LOC101894155_XP_005182005.1	1:1	FBgn0051812_FBpp0288501
LOC101894156_XP_005182249.1	n:1	FBgn0030098_FBpp0071239
LOC101894157_XP_005182337.1	1:1	FBgn0030055_FBpp0071166
LOC101894158_XP_005182691.1	1:1	FBgn0031914_FBpp0304799
LOC101894159_XP_005182777.1	1:1	FBgn0031281_FBpp0077705
LOC101894160_XP_005182866.1	1:1	FBgn0038238_FBpp0112145
LOC101894161_XP_005183047.1	n:1	FBgn0038114_FBpp0289348
LOC101894162_XP_005183141.1	1:1	FBgn0037369_FBpp0078373
LOC101894163_XP_005183634.1	1:1	FBgn0037142_FBpp0078125
LOC101894164_XP_005183889.1	1:1	FBgn0030722_FBpp0074037
LOC101894165_XP_005184655.1	1:1	FBgn0259789_FBpp0074577
LOC101894166_XP_005184743.1	1:1	FBgn0038720_FBpp0306944
LOC101894167_XP_005185409.1	n:1	FBgn0002868_FBpp0306744
LOC101894169_XP_005185835.1	n:n	FBgn0004431_FBpp0072533,FBgn0004428_FBpp0072526,FBgn0004425_FBpp0307718,FBgn0004427_FBpp0072530,FBgn0004426_FBpp0072525,FBgn0004430_FBpp0072527,FBgn0004429_FBpp0072529
LOC101894170_XP_005185973.1	n:1	FBgn0025645_FBpp0070527
LOC101894171_XP_005186142.1	1:1	FBgn0030569_FBpp0073733
LOC101894172_XP_005186565.1	1:1	FBgn0034259_FBpp0086051
LOC101894173_XP_005187562.1	1:1	FBgn0036696_FBpp0075046
LOC101894174_XP_005187732.1	1:1	FBgn0036703_FBpp0074974
LOC101894175_XP_005187991.1	1:1	FBgn0039799_FBpp0085062
LOC101894177_XP_005188526.1	1:1	FBgn0039764_FBpp0312129
LOC101894178_XP_005189195.1	1:1	FBgn0035951_FBpp0076246
LOC101894179_XP_005189343.1	1:1	FBgn0041607_FBpp0089009
LOC101894180_XP_005189983.1	1:1	FBgn0039938_FBpp0100057
LOC101894181_XP_005190153.1	n:n	FBgn0041183_FBpp0080369,FBgn0041182_FBpp0079133
LOC101894182_XP_005190948.1	n:n	FBgn0260657_FBpp0293525,FBgn0030993_FBpp0074440
LOC101894183_XP_005191110.1	n:1	FBgn0024806_FBpp0072420
LOC101894184_XP_005191612.1	n:1	FBgn0034786_FBpp0309872
LOC101894185_XP_005174807.1	1:1	FBgn0034266_FBpp0289094
LOC101894186_XP_005175054.1	n:1	FBgn0030183_FBpp0071416
LOC101894188_XP_005175372.1	n:1	FBgn0037783_FBpp0081654
LOC101894189_XP_005175665.1	1:1	FBgn0086605_FBpp0310621
LOC101894190_XP_005176205.1	1:1	FBgn0042104_FBpp0271763
LOC101894191_XP_005176390.1	1:1	FBgn0034618_FBpp0071526
LOC101894192_XP_005177284.1	1:1	FBgn0262719_FBpp0300832
LOC101894193_XP_005177473.1	1:1	FBgn0030887_FBpp0088539
LOC101894196_XP_005177806.1	n:n	FBgn0265137_FBpp0085523,FBgn0033112_FBpp0289587
LOC101894197_XP_005178068.1	1:1	FBgn0032399_FBpp0309542
LOC101894198_XP_005178857.1	1:1	FBgn0027091_FBpp0086373
LOC101894199_XP_005178942.1	n:1	FBgn0015797_FBpp0079943
LOC101894200_XP_005179117.1	1:1	FBgn0029093_FBpp0087972
LOC101894201_XP_005179995.1	1:1	FBgn0263072_FBpp0297865
LOC101894204_XP_005181056.1	1:1	FBgn0038252_FBpp0082428
LOC101894206_XP_005182096.1	1:1	FBgn0028671_FBpp0084743
LOC101894208_XP_005182960.1	1:1	FBgn0260468_FBpp0290849
LOC101894209_XP_005183309.1	1:1	FBgn0086706_FBpp0076284
LOC101894210_XP_005183967.1	1:1	FBgn0037015_FBpp0294030
LOC101894213_XP_005184242.1	n:1	FBgn0030543_FBpp0113000
LOC101894214_XP_005184415.1	n:n	FBgn0033214_FBpp0088001,FBgn0033216_FBpp0088003,FBgn0033215_FBpp0088002
LOC101894216_XP_005184829.1	1:1	FBgn0029679_FBpp0070578
LOC101894217_XP_005184986.1	n:1	FBgn0259713_FBpp0304024
LOC101894218_XP_005185161.1	1:1	FBgn0015766_FBpp0076839
LOC101894220_XP_005186314.1	n:1	FBgn0023550_FBpp0070407
LOC101894221_XP_005186401.1	1:1	FBgn0031252_FBpp0077750
LOC101894222_XP_005186486.1	n:n	FBgn0035858_FBpp0076442,FBgn0040797_FBpp0292054,FBgn0035856_FBpp0076420,FBgn0035859_FBpp0076423
LOC101894223_XP_005186716.1	n:n	FBgn0042207_FBpp0082113,FBgn0038067_FBpp0110078,FBgn0038068_FBpp0292848,FBgn0038069_FBpp0292849
LOC101894226_XP_005187902.1	1:1	FBgn0039161_FBpp0310671
LOC101894227_XP_005188078.1	1:1	FBgn0031275_FBpp0310352
LOC101894228_XP_005188343.1	1:1	FBgn0026597_FBpp0084921
LOC101894229_XP_005188610.1	n:1	FBgn0039157_FBpp0099956
LOC101894230_XP_005189260.1	n:1	FBgn0000721_FBpp0088350
LOC101894231_XP_005189432.1	n:n	FBgn0029676_FBpp0070573,FBgn0260484_FBpp0070575
LOC101894232_XP_005189513.1	n:1	FBgn0031110_FBpp0076994
LOC101894233_XP_005190226.1	1:1	FBgn0064766_FBpp0075896
LOC101894235_XP_005191030.1	1:n	FBgn0085599_FBpp0310231,FBgn0260997_FBpp0310230
LOC101894236_XP_005191278.1	1:1	FBgn0032986_FBpp0306285
LOC101894238_XP_005191919.1	n:1	FBgn0033072_FBpp0085345
LOC101894239_XP_005192078.1	n:1	FBgn0260223_FBpp0289853
LOC101894240_XP_005192149.1	n:1	FBgn0023179_FBpp0084420
LOC101894243_XP_005175791.1	1:1	FBgn0031023_FBpp0074490
LOC101894244_XP_005176568.1	1:1	FBgn0010651_FBpp0311551
LOC101894245_XP_005176657.1	1:1	FBgn0029532_FBpp0070144
LOC101894246_XP_005176739.1	1:1	FBgn0001134_FBpp0074905
LOC101894247_XP_005176917.1	1:1	FBgn0036580_FBpp0075238
LOC101894248_XP_005177204.1	1:1	FBgn0037120_FBpp0078112
LOC101894249_XP_005177381.1	1:1	FBgn0003392_FBpp0305866
LOC101894250_XP_005178415.1	1:1	FBgn0036428_FBpp0305251
LOC101894251_XP_005178583.1	1:1	FBgn0013984_FBpp0288671
LOC101894252_XP_005178677.1	1:1	FBgn0037659_FBpp0307734
LOC101894254_XP_005179298.1	1:1	FBgn0033616_FBpp0087220
LOC101894255_XP_005179476.1	1:1	FBgn0085456_FBpp0292323
LOC101894256_XP_005179565.1	n:1	FBgn0028841_FBpp0309208
LOC101894257_XP_005179657.1	n:1	FBgn0053772_FBpp0292731
LOC101894258_XP_005179743.1	n:1	FBgn0031360_FBpp0077552
LOC101894259_XP_005179828.1	n:1	FBgn0030361_FBpp0312345
LOC101894261_XP_005181220.1	1:1	FBgn0035831_FBpp0076478
LOC101894262_XP_005181405.1	1:1	FBgn0037622_FBpp0081397
LOC101894263_XP_005181658.1	1:1	FBgn0011774_FBpp0081861
LOC101894264_XP_005181826.1	1:1	FBgn0031282_FBpp0305188
LOC101894266_XP_005182428.1	1:1	FBgn0053199_FBpp0087769
LOC101894267_XP_005183393.1	1:n	FBgn0010014_FBpp0300667,FBgn0015614_FBpp0088004
LOC101894268_XP_005183464.1	n:n	FBgn0039326_FBpp0084225,FBgn0045761_FBpp0112264,FBgn0039324_FBpp0084227,FBgn0039325_FBpp0084226,FBgn0039323_FBpp0288380
LOC101894269_XP_005183545.1	1:1	FBgn0038725_FBpp0311448
LOC101894270_XP_005183808.1	1:1	FBgn0082582_FBpp0297625
LOC101894271_XP_005185071.1	1:1	FBgn0034085_FBpp0288423
LOC101894272_XP_005185322.1	1:1	FBgn0035134_FBpp0072445
LOC101894273_XP_005185491.1	1:1	FBgn0041630_FBpp0073091
LOC101894274_XP_005185661.1	n:1	FBgn0028509_FBpp0080123
LOC101894275_XP_005185749.1	1:1	FBgn0036228_FBpp0075798
LOC101894276_XP_005186229.1	n:1	FBgn0030572_FBpp0073762
LOC101894277_XP_005186805.1	1:1	FBgn0024491_FBpp0312506
LOC101894279_XP_005187057.1	n:1	FBgn0085234_FBpp0111313
LOC101894280_XP_005187142.1	1:1	FBgn0034657_FBpp0071630
LOC101894281_XP_005187230.1	1:1	FBgn0086254_FBpp0075869
LOC101894282_XP_005187644.1	1:1	FBgn0034879_FBpp0309932
LOC101894283_XP_005188170.1	n:1	FBgn0036879_FBpp0074702
LOC101894284_XP_005188256.1	1:1	FBgn0004595_FBpp0293146
LOC101894285_XP_005188699.1	n:n	FBgn0039439_FBpp0084425,FBgn0039440_FBpp0113030,FBgn0051080_FBpp0084404,FBgn0039441_FBpp0084403,FBgn0039436_FBpp0084429,FBgn0039437_FBpp0084428,FBgn0039434_FBpp0084401
LOC101894286_XP_005188864.1	n:1	FBgn0031732_FBpp0078800
LOC101894287_XP_005188947.1	n:1	FBgn0030157_FBpp0071323
LOC101894288_XP_005189117.1	n:1	FBgn0052816_FBpp0310564
LOC101894289_XP_005189737.1	n:1	FBgn0030795_FBpp0074109
LOC101894290_XP_005189903.1	n:1	FBgn0030316_FBpp0073362
LOC101894291_XP_005190071.1	1:1	FBgn0003410_FBpp0075091
LOC101894292_XP_005190299.1	1:1	FBgn0001981_FBpp0080293
LOC101894294_XP_005190537.1	1:1	FBgn0034314_FBpp0085929
LOC101894295_XP_005190621.1	1:1	FBgn0051626_FBpp0081015
LOC101894296_XP_005190708.1	1:1	FBgn0032721_FBpp0088357
LOC101894297_XP_005190875.1	1:1	FBgn0052022_FBpp0311246
LOC101894298_XP_005191190.1	1:1	FBgn0003462_FBpp0305736
LOC101894299_XP_005191442.1	1:1	FBgn0033781_FBpp0086901
LOC101894300_XP_005191758.1	1:1	FBgn0040010_FBpp0304878
LOC101894301_XP_005191991.1	n:1	FBgn0037313_FBpp0078431
LOC101894303_XP_005174973.1	n:1	FBgn0001084_FBpp0079317
LOC101894305_XP_005175289.1	n:n	FBgn0004783_FBpp0081189,FBgn0004782_FBpp0081190
LOC101894306_XP_005175863.1	n:1	FBgn0250791_FBpp0074609
LOC101894307_XP_005176116.1	1:1	FBgn0002645_FBpp0085235
LOC101894308_XP_005176832.1	1:1	FBgn0052815_FBpp0311621
LOC101894309_XP_005177007.1	1:1	FBgn0261934_FBpp0303178
LOC101894310_XP_005177103.1	1:1	FBgn0033917_FBpp0086665
LOC101894311_XP_005177894.1	1:1	FBgn0261617_FBpp0291862
LOC101894312_XP_005177984.1	1:1	FBgn0004784_FBpp0086196
LOC101894313_XP_005178152.1	1:1	FBgn0037627_FBpp0081424
LOC101894314_XP_005178238.1	1:1	FBgn0000180_FBpp0303019
LOC101894315_XP_005178326.1	1:1	FBgn0037978_FBpp0082029
LOC101894316_XP_005179381.1	1:1	FBgn0028686_FBpp0073292
LOC101894317_XP_005179908.1	1:1	FBgn0259243_FBpp0291777
LOC101894318_XP_005180081.1	1:1	FBgn0039039_FBpp0083757
LOC101894319_XP_005180347.1	1:1	FBgn0031488_FBpp0077331
LOC101894320_XP_005180434.1	n:1	FBgn0039069_FBpp0306564
LOC101894321_XP_005180705.1	1:1	FBgn0033446_FBpp0087578
LOC101894322_XP_005180970.1	n:1	FBgn0031974_FBpp0289985
LOC101894323_XP_005181313.1	1:n	FBgn0021953_FBpp0307935,FBgn0265187_FBpp0308254
LOC101894324_XP_005181568.1	1:1	FBgn0003963_FBpp0302929
LOC101894325_XP_005182006.1	1:1	FBgn0027788_FBpp0087945
LOC101894326_XP_005182169.1	n:1	FBgn0031619_FBpp0077068
LOC101894327_XP_005182250.1	n:1	FBgn0052185_FBpp0074940
LOC101894328_XP_005182338.1	1:1	FBgn0004924_FBpp0099689
LOC101894329_XP_005182778.1	1:1	FBgn0032644_FBpp0080537
LOC101894330_XP_005182867.1	n:n	FBgn0038243_FBpp0082440,FBgn0004629_FBpp0082439,FBgn0051313_FBpp0306975
LOC101894331_XP_005183048.1	1:1	FBgn0083949_FBpp0110103
LOC101894332_XP_005183142.1	1:1	FBgn0037368_FBpp0310438
LOC101894334_XP_005184332.1	1:1	FBgn0035083_FBpp0072317
LOC101894337_XP_005185574.1	n:1	FBgn0260741_FBpp0081985
LOC101894338_XP_005185974.1	1:1	FBgn0025360_FBpp0302920
LOC101894340_XP_005186566.1	1:n	FBgn0050108_FBpp0271806,FBgn0050109_FBpp0309237
LOC101894341_XP_005187563.1	1:1	FBgn0261872_FBpp0075048
LOC101894342_XP_005187733.1	n:1	FBgn0027592_FBpp0077722
LOC101894343_XP_005187817.1	1:1	FBgn0027524_FBpp0081650
LOC101894345_XP_005188436.1	1:1	FBgn0000567_FBpp0099825
LOC101894347_XP_005189196.1	n:1	FBgn0029769_FBpp0312022
LOC101894348_XP_005189344.1	1:1	FBgn0261881_FBpp0080287
LOC101894349_XP_005189586.1	n:1	FBgn0031726_FBpp0309923
LOC101894350_XP_005189668.1	1:1	FBgn0267430_FBpp0312364
LOC101894351_XP_005189984.1	1:1	FBgn0000442_FBpp0077706
LOC101894352_XP_005190154.1	1:1	FBgn0003016_FBpp0290711
LOC101894353_XP_005190374.1	1:1	FBgn0039136_FBpp0290388
LOC101894355_XP_005190949.1	n:1	FBgn0026388_FBpp0089408
LOC101894356_XP_005191111.1	n:1	FBgn0053302_FBpp0079526
LOC101894357_XP_005191536.1	1:1	FBgn0039863_FBpp0085185
LOC101894358_XP_005191613.1	n:1	FBgn0038755_FBpp0307227
LOC101894359_XP_005174808.1	1:1	FBgn0259211_FBpp0288984
LOC101894360_XP_005175055.1	n:n	FBgn0037677_FBpp0081536,FBgn0037678_FBpp0081535
LOC101894361_XP_005175137.1	n:1	FBgn0015316_FBpp0290879
LOC101894362_XP_005175373.1	1:1	FBgn0032138_FBpp0079445
LOC101894363_XP_005175666.1	1:1	FBgn0037244_FBpp0288661
LOC101894366_XP_005176478.1	1:1	FBgn0031646_FBpp0111934
LOC101894367_XP_005177285.1	1:1	FBgn0036262_FBpp0288569
LOC101894368_XP_005177561.1	1:1	FBgn0000008_FBpp0071677
LOC101894370_XP_005177807.1	n:n	FBgn0265137_FBpp0085523,FBgn0033112_FBpp0289587
LOC101894371_XP_005178069.1	1:1	FBgn0053003_FBpp0288510
LOC101894372_XP_005178858.1	1:1	FBgn0085246_FBpp0111325
LOC101894373_XP_005178943.1	n:1	FBgn0263234_FBpp0079916
LOC101894374_XP_005179996.1	n:1	FBgn0030218_FBpp0071439
LOC101894375_XP_005180169.1	1:1	FBgn0000038_FBpp0073155
LOC101894376_XP_005180791.1	1:1	FBgn0051956_FBpp0113016
LOC101894377_XP_005181057.1	1:1	FBgn0030551_FBpp0073743
LOC101894379_XP_005182603.1	1:1	FBgn0038353_FBpp0082618
LOC101894381_XP_005183968.1	1:1	FBgn0259734_FBpp0310014
LOC101894382_XP_005184057.1	1:1	FBgn0030853_FBpp0309486
LOC101894383_XP_005184150.1	n:1	FBgn0030638_FBpp0073848
LOC101894385_XP_005184416.1	n:n	FBgn0033214_FBpp0088001,FBgn0033216_FBpp0088003,FBgn0033215_FBpp0088002
LOC101894386_XP_005184508.1	1:1	FBgn0033726_FBpp0087066
LOC101894387_XP_005184830.1	1:1	FBgn0027587_FBpp0311155
LOC101894389_XP_005185410.1	n:1	FBgn0002868_FBpp0306744
LOC101894390_XP_005186061.1	n:n	FBgn0028887_FBpp0080237,FBgn0265630_FBpp0309425
LOC101894391_XP_005186315.1	n:1	FBgn0023550_FBpp0070407
LOC101894393_XP_005186487.1	n:n	FBgn0035858_FBpp0076442,FBgn0040797_FBpp0292054,FBgn0035856_FBpp0076420,FBgn0035859_FBpp0076423
LOC101894394_XP_005186717.1	n:n	FBgn0042207_FBpp0082113,FBgn0038067_FBpp0110078,FBgn0038068_FBpp0292848,FBgn0038069_FBpp0292849
LOC101894395_XP_005187316.1	1:1	FBgn0031814_FBpp0302983
LOC101894396_XP_005187402.1	1:1	FBgn0050042_FBpp0087025
LOC101894399_XP_005188784.1	n:1	FBgn0011283_FBpp0079083
LOC101894400_XP_005189262.1	1:1	FBgn0051224_FBpp0083106
LOC101894401_XP_005189436.1	n:1	FBgn0000221_FBpp0070606
LOC101894404_XP_005191365.1	1:1	FBgn0037165_FBpp0078157
LOC101894405_XP_005191920.1	n:1	FBgn0052179_FBpp0074961
LOC101894406_XP_005192079.1	n:1	FBgn0027360_FBpp0071593
LOC101894407_XP_005192150.1	n:1	FBgn0029105_FBpp0303286
LOC101894408_XP_005175454.1	1:1	FBgn0038735_FBpp0307016
LOC101894409_XP_005175531.1	n:1	FBgn0033491_FBpp0087421
LOC101894410_XP_005175792.1	1:1	FBgn0260985_FBpp0073120
LOC101894411_XP_005176569.1	1:1	FBgn0034392_FBpp0085818
LOC101894412_XP_005176658.1	1:1	FBgn0029606_FBpp0304654
LOC101894413_XP_005176740.1	1:n	FBgn0261401_FBpp0291498,FBgn0261402_FBpp0291499,FBgn0036757_FBpp0271900
LOC101894414_XP_005177736.1	n:1	FBgn0038662_FBpp0083137
LOC101894415_XP_005178416.1	1:1	FBgn0026409_FBpp0075461
LOC101894417_XP_005178679.1	1:1	FBgn0262527_FBpp0301595
LOC101894418_XP_005179207.1	1:1	FBgn0027087_FBpp0305939
LOC101894419_XP_005179477.1	n:n	FBgn0035932_FBpp0292324,FBgn0035933_FBpp0076309
LOC101894420_XP_005179566.1	n:1	FBgn0028841_FBpp0309208
LOC101894422_XP_005179744.1	1:1	FBgn0260648_FBpp0077551
LOC101894423_XP_005180259.1	1:1	FBgn0260456_FBpp0072239
LOC101894424_XP_005180527.1	1:1	FBgn0020300_FBpp0074892
LOC101894425_XP_005180618.1	n:1	FBgn0015033_FBpp0076543
LOC101894426_XP_005181221.1	1:1	FBgn0033842_FBpp0086820
LOC101894427_XP_005181406.1	1:1	FBgn0020238_FBpp0082987
LOC101894428_XP_005181659.1	1:1	FBgn0053202_FBpp0081202
LOC101894429_XP_005181827.1	1:1	FBgn0031886_FBpp0079052
LOC101894430_XP_005182429.1	1:1	FBgn0261596_FBpp0071846
LOC101894431_XP_005182692.1	1:1	FBgn0031913_FBpp0079090
LOC101894432_XP_005183394.1	1:1	FBgn0033412_FBpp0087634
LOC101894433_XP_005183465.1	n:n	FBgn0039326_FBpp0084225,FBgn0045761_FBpp0112264,FBgn0039324_FBpp0084227,FBgn0039325_FBpp0084226,FBgn0039323_FBpp0288380
LOC101894434_XP_005183546.1	1:1	FBgn0029659_FBpp0070507
LOC101894436_XP_005185323.1	1:1	FBgn0264922_FBpp0078984
LOC101894437_XP_005185662.1	1:1	FBgn0019890_FBpp0310261
LOC101894438_XP_005185750.1	n:1	FBgn0050428_FBpp0072353
LOC101894439_XP_005185837.1	1:1	FBgn0264272_FBpp0307717
LOC101894440_XP_005185899.1	1:1	FBgn0011737_FBpp0304607
LOC101894441_XP_005186230.1	1:1	FBgn0030571_FBpp0308546
LOC101894442_XP_005186809.1	1:1	FBgn0086370_FBpp0310844
LOC101894443_XP_005186894.1	n:1	FBgn0030788_FBpp0074105
LOC101894444_XP_005187143.1	n:1	FBgn0086778_FBpp0291049
LOC101894445_XP_005187231.1	1:1	FBgn0039135_FBpp0083897
LOC101894446_XP_005187645.1	1:1	FBgn0030230_FBpp0071431
LOC101894447_XP_005188171.1	n:1	FBgn0036879_FBpp0074702
LOC101894448_XP_005188257.1	1:1	FBgn0038592_FBpp0082993
LOC101894449_XP_005188701.1	1:1	FBgn0037315_FBpp0078447
LOC101894450_XP_005188865.1	1:1	FBgn0033730_FBpp0087033
LOC101894451_XP_005188948.1	1:1	FBgn0013263_FBpp0305260
LOC101894452_XP_005189118.1	1:n	FBgn0040798_FBpp0075218,FBgn0040799_FBpp0111683
LOC101894453_XP_005189738.1	n:1	FBgn0030795_FBpp0074109
LOC101894455_XP_005190072.1	1:1	FBgn0003249_FBpp0083284
LOC101894459_XP_005190622.1	n:1	FBgn0086372_FBpp0291394
LOC101894460_XP_005190709.1	1:1	FBgn0032719_FBpp0309707
LOC101894461_XP_005190792.1	1:1	FBgn0052311_FBpp0304429
LOC101894462_XP_005190876.1	1:1	FBgn0260779_FBpp0083132
LOC101894463_XP_005191191.1	n:1	FBgn0053985_FBpp0099397
LOC101894464_XP_005191443.1	1:1	FBgn0033782_FBpp0086902
LOC101894465_XP_005191759.1	1:1	FBgn0250907_FBpp0110419
LOC101894467_XP_005174896.1	1:1	FBgn0033479_FBpp0087517
LOC101894468_XP_005174974.1	n:1	FBgn0051321_FBpp0082385
LOC101894469_XP_005175217.1	n:1	FBgn0053514_FBpp0073145
LOC101894470_XP_005175290.1	n:n	FBgn0004783_FBpp0081189,FBgn0004782_FBpp0081190
LOC101894471_XP_005175864.1	1:1	FBgn0036522_FBpp0075323
LOC101894472_XP_005175948.1	1:1	FBgn0003502_FBpp0111749
