#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
FBpp0126826          -          BGBP                 -           2.1e-124  415.3   0.0  2.6e-124  415.1   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13337:complement(18749699..18749896,18749974..18751136,18751283..18751400); ID=FBpp0126826; name=Dana\GF23634-PA; parent=FBgn0100628,FBtr0128334; dbxref=FlyBase:FBpp0126826,FlyBase_Annotation_IDs:GF23634-PA,GB_protein:EDV41021,REFSEQ:XP_001958215,FlyMine:FBpp0126826; MD5=a3c029eee1d316ddb0f028be43ed3a92; length=492; release=r1.3; species=Dana; 
FBpp0113858          -          CLIPD                -              5e-48  163.6   1.6   5.9e-48  163.3   1.6   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13337:16720343..16721149; ID=FBpp0113858; name=Dana\GF10666-PA; parent=FBgn0087707,FBtr0115366; dbxref=FlyBase:FBpp0113858,FlyBase_Annotation_IDs:GF10666-PA,GB_protein:EDV40760,REFSEQ:XP_001957954,FlyMine:FBpp0113858; MD5=a64649ef165fb286ccd44e3e21cc798b; length=268; release=r1.3; species=Dana; 
FBpp0114689          -          CLIPD                -            8.6e-48  162.8   0.1     1e-47  162.5   0.1   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13266:complement(12610965..12611410,12611470..12611624,12611678..12611723,12611781..12611988); ID=FBpp0114689; name=Dana\GF11497-PA; parent=FBgn0088537,FBtr0116197; dbxref=FlyBase:FBpp0114689,FlyBase_Annotation_IDs:GF11497-PA,GB_protein:EDV37288,REFSEQ:XP_001960466,FlyMine:FBpp0114689; MD5=d966d26d318e3dd72fc6e62f3ab72562; length=284; release=r1.3; species=Dana; 
FBpp0126339          -          CLIPD                -            2.7e-47  161.1   0.3   3.4e-47  160.8   0.3   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_12911:2156406..2157413; ID=FBpp0126339; name=Dana\GF23147-PA; parent=FBgn0100141,FBtr0127847; dbxref=FlyBase:FBpp0126339,FlyBase_Annotation_IDs:GF23147-PA,GB_protein:EDV30182,REFSEQ:XP_001964386,FlyMine:FBpp0126339; MD5=57bfe3b6f8ee8f2f8493d5846bb7a69d; length=335; release=r1.3; species=Dana; 
FBpp0128004          -          CLIPD                -            2.8e-47  161.1   0.1   3.5e-47  160.8   0.1   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13337:complement(1445314..1446150); ID=FBpp0128004; name=Dana\GF24812-PA; parent=FBgn0101805,FBtr0129512; dbxref=FlyBase:FBpp0128004,FlyBase_Annotation_IDs:GF24812-PA,GB_protein:EDV38820,REFSEQ:XP_001956014,FlyMine:FBpp0128004; MD5=cbb2d68166fe81e3666cd5b68b28a4d4; length=278; release=r1.3; species=Dana; 
FBpp0114510          -          CLIPD                -              1e-46  159.2   0.9   1.3e-46  158.9   0.9   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13266:complement(15144472..15145151,15145207..15145352,15145567..15145609,15145674..15145731); ID=FBpp0114510; name=Dana\GF11318-PA; parent=FBgn0088358,FBtr0116018; dbxref=FlyBase:FBpp0114510,FlyBase_Annotation_IDs:GF11318-PA,GB_protein:EDV37636,REFSEQ:XP_001960814,FlyMine:FBpp0114510; MD5=b459a1f33160576e491bb81641866a3f; length=308; release=r1.3; species=Dana; 
FBpp0127095          -          CLIPD                -            1.1e-46  159.1   0.0   1.5e-46  158.7   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13337:complement(14243837..14244150,14244346..14244608,14244680..14244909); ID=FBpp0127095; name=Dana\GF23903-PA; parent=FBgn0100897,FBtr0128603; dbxref=FlyBase:FBpp0127095,FlyBase_Annotation_IDs:GF23903-PA,GB_protein:EDV40495,REFSEQ:XP_001957689,FlyMine:FBpp0127095; MD5=643e266dfec7a8a8be0b796fd257c7fb; length=268; release=r1.3; species=Dana; 
FBpp0126972          -          CLIPD                -            1.9e-46  158.4   0.9   2.3e-46  158.1   0.9   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13337:complement(16345643..16346545); ID=FBpp0126972; name=Dana\GF23780-PA; parent=FBgn0100774,FBtr0128480; dbxref=FlyBase:FBpp0126972,FlyBase_Annotation_IDs:GF23780-PA,GB_protein:EDV40721,REFSEQ:XP_001957915,FlyMine:FBpp0126972; MD5=65f9ff91ef23bbe515b4ef5b66997adf; length=300; release=r1.3; species=Dana; 
FBpp0121970          -          CLIPD                -            5.1e-46  157.0   0.0   5.5e-46  156.9   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=scaffold_13340:join(20424791..20425003,20425210..20425378,20425433..20425654,20428446..20429166,20430606..20431029); ID=FBpp0121970; name=Dana\GF18778-PA; parent=FBgn0095795,FBtr0123478; dbxref=FlyBase:FBpp0121970,FlyBase_Annotation_IDs:GF18778-PA,GB_protein:EDV44018,REFSEQ:XP_001955457,FlyMine:FBpp0121970; MD5=54917d443fdc6abf6f5803afb745c7f2; length=582; release=r1.3; species=Dana; 
FBpp0115823          -          CLIPD                -            5.5e-46  156.8   0.0   9.1e-46  156.1   0.0   1.3   1   1   0   1   1   1   1 type=protein; loc=scaffold_13266:join(2454713..2454722,2454819..2454992,2455050..2455089,2455154..2455745); ID=FBpp0115823; name=Dana\GF12631-PA; parent=FBgn0089667,FBtr0117331; dbxref=FlyBase:FBpp0115823,FlyBase_Annotation_IDs:GF12631-PA,GB_protein:EDV35760,REFSEQ:XP_001958938,FlyMine:FBpp0115823; MD5=cf5a8ef0fa4d9df052426ed6ff9d8b81; length=271; release=r1.3; species=Dana; 
FBpp0120325          -          CLIPD                -            9.4e-46  156.1   0.0   1.2e-45  155.8   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13340:complement(6515565..6515692,6515747..6516455); ID=FBpp0120325; name=Dana\GF17133-PA; parent=FBgn0094152,FBtr0121833; dbxref=FlyBase:FBpp0120325,FlyBase_Annotation_IDs:GF17133-PA,GB_protein:EDV42193,REFSEQ:XP_001953632,FlyMine:FBpp0120325; MD5=73347c75e8e795239f6ab7faac245a99; length=278; release=r1.3; species=Dana; 
FBpp0123095          -          CLIPD                -            1.1e-45  155.9   0.2   1.4e-45  155.5   0.2   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13340:complement(6524907..6525710); ID=FBpp0123095; name=Dana\GF19903-PA; parent=FBgn0096910,FBtr0124603; dbxref=FlyBase:FBpp0123095,FlyBase_Annotation_IDs:GF19903-PA,GB_protein:EDV42199,REFSEQ:XP_001953638,FlyMine:FBpp0123095; MD5=5659b8f62dddafd76d27e726f9fedef4; length=267; release=r1.3; species=Dana; 
FBpp0115283          -          CLIPD                -              3e-45  154.4   0.1   3.8e-45  154.1   0.1   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13266:complement(5251580..5252004,5252065..5252219,5252285..5252327,5252392..5252611); ID=FBpp0115283; name=Dana\GF12091-PA; parent=FBgn0089130,FBtr0116791; dbxref=FlyBase:FBpp0115283,FlyBase_Annotation_IDs:GF12091-PA,GB_protein:EDV36165,REFSEQ:XP_001959343,FlyMine:FBpp0115283; MD5=be5389c63eb8a4d58e3f6361584601bf; length=280; release=r1.3; species=Dana; 
FBpp0123271          -          CLIPD                -            3.2e-45  154.3   0.1   4.3e-45  153.9   0.1   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13337:complement(7509723..7510508); ID=FBpp0123271; name=Dana\GF20079-PA; parent=FBgn0097086,FBtr0124779; dbxref=FlyBase:FBpp0123271,FlyBase_Annotation_IDs:GF20079-PA,GB_protein:EDV39629,REFSEQ:XP_001956823,FlyMine:FBpp0123271; MD5=8d01c559dc01e395c37b7be8b5590809; length=261; release=r1.3; species=Dana; 
FBpp0121690          -          CLIPD                -            3.3e-45  154.3   0.0   4.4e-45  153.9   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13340:join(15632064..15632674,15632786..15632826,15632895..15633046); ID=FBpp0121690; name=Dana\GF18498-PA; parent=FBgn0095516,FBtr0123198; dbxref=FlyBase:FBpp0121690,FlyBase_Annotation_IDs:GF18498-PA,GB_protein:EDV43455,REFSEQ:XP_001954894,FlyMine:FBpp0121690; MD5=aef244aad087e7abb47b7235b6b67cd4; length=267; release=r1.3; species=Dana; 
FBpp0117807          -          CLIPD                -            3.8e-45  154.1   0.0   5.4e-45  153.6   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=scaffold_12916:complement(6185484..6186263); ID=FBpp0117807; name=Dana\GF14615-PA; parent=FBgn0091642,FBtr0119315; dbxref=FlyBase:FBpp0117807,FlyBase_Annotation_IDs:GF14615-PA,GB_protein:EDV31301,REFSEQ:XP_001962080,FlyMine:FBpp0117807; MD5=533ae741e0f06e716377f6e42c380a10; length=259; release=r1.3; species=Dana; 
FBpp0123313          -          CLIPD                -            8.9e-45  152.9   0.0   1.1e-44  152.6   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13337:join(13424487..13424757,13424825..13425055,13425116..13425426); ID=FBpp0123313; name=Dana\GF20121-PA; parent=FBgn0097128,FBtr0124821; dbxref=FlyBase:FBpp0123313,FlyBase_Annotation_IDs:GF20121-PA,GB_protein:EDV40374,REFSEQ:XP_001957568,FlyMine:FBpp0123313; MD5=63c4a8dda4bdf1578777add205995b0b; length=270; release=r1.3; species=Dana; 
FBpp0125487          -          CLIPD                -              1e-44  152.7   0.0   1.2e-44  152.4   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13248:complement(4184295..4184823,4185143..4185381); ID=FBpp0125487; name=Dana\GF22295-PA; parent=FBgn0099293,FBtr0126995; dbxref=FlyBase:FBpp0125487,FlyBase_Annotation_IDs:GF22295-PA,GB_protein:EDV35247,REFSEQ:XP_001965732,FlyMine:FBpp0125487; MD5=07f2b020c97c2349fc8c4230afc6001a; length=255; release=r1.3; species=Dana; 
FBpp0120929          -          CLIPD                -            1.3e-44  152.4   0.0   1.5e-44  152.1   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13340:join(4359546..4359630,4359690..4360291,4360352..4360507); ID=FBpp0120929; name=Dana\GF17737-PA; parent=FBgn0094755,FBtr0122437; dbxref=FlyBase:FBpp0120929,FlyBase_Annotation_IDs:GF17737-PA,GB_protein:EDV41967,REFSEQ:XP_001953384,FlyMine:FBpp0120929; MD5=9c37f2ca0aeba47830c6c18e50c1d9a3; length=280; release=r1.3; species=Dana; 
FBpp0118482          -          CLIPD                -            1.9e-44  151.8   0.1   2.6e-44  151.4   0.1   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_12916:6212528..6213271; ID=FBpp0118482; name=Dana\GF15290-PA; parent=FBgn0092315,FBtr0119990; dbxref=FlyBase:FBpp0118482,FlyBase_Annotation_IDs:GF15290-PA,GB_protein:EDV31306,REFSEQ:XP_001962085,FlyMine:FBpp0118482; MD5=2f7fa19b1aa73e03dee1473efc968d97; length=247; release=r1.3; species=Dana; 
FBpp0120324          -          CLIPD                -            5.7e-44  150.2   2.3   7.3e-44  149.9   2.3   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13340:complement(6517193..6518011); ID=FBpp0120324; name=Dana\GF17132-PA; parent=FBgn0094151,FBtr0121832; dbxref=FlyBase:FBpp0120324,FlyBase_Annotation_IDs:GF17132-PA,GB_protein:EDV42194,REFSEQ:XP_001953633,FlyMine:FBpp0120324; MD5=a9581e158ae2032857aa3111a50d6ab0; length=272; release=r1.3; species=Dana; 
FBpp0113389          -          CLIPD                -            5.7e-44  150.2   0.3   7.4e-44  149.9   0.3   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13337:join(8733083..8733695,8733754..8733974); ID=FBpp0113389; name=Dana\GF10197-PA; parent=FBgn0087238,FBtr0114897; dbxref=FlyBase:FBpp0113389,FlyBase_Annotation_IDs:GF10197-PA,GB_protein:EDV39792,REFSEQ:XP_001956986,FlyMine:FBpp0113389; MD5=0b107c26bc0a2ffc1edc840d0a49088b; length=277; release=r1.3; species=Dana; 
FBpp0113857          -          CLIPD                -            6.9e-44  150.0   0.0   8.6e-44  149.7   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13337:16718282..16719232; ID=FBpp0113857; name=Dana\GF10665-PA; parent=FBgn0087706,FBtr0115365; dbxref=FlyBase:FBpp0113857,FlyBase_Annotation_IDs:GF10665-PA,GB_protein:EDV40759,REFSEQ:XP_001957953,FlyMine:FBpp0113857; MD5=4e27042270f7c2aee1202915a05432ec; length=316; release=r1.3; species=Dana; 
FBpp0113390          -          CLIPD                -            9.1e-44  149.6   0.1   1.2e-43  149.2   0.1   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13337:join(8734288..8734894,8734950..8735161); ID=FBpp0113390; name=Dana\GF10198-PA; parent=FBgn0087239,FBtr0114898; dbxref=FlyBase:FBpp0113390,FlyBase_Annotation_IDs:GF10198-PA,GB_protein:EDV39793,REFSEQ:XP_001956987,FlyMine:FBpp0113390; MD5=a0ffbc44a504445e05158fa7f7c1b9d0; length=272; release=r1.3; species=Dana; 
FBpp0120322          -          CLIPD                -            9.9e-44  149.5   2.7   1.2e-43  149.1   2.7   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13340:complement(6520514..6520585,6520651..6521301); ID=FBpp0120322; name=Dana\GF17130-PA; parent=FBgn0094149,FBtr0121830; dbxref=FlyBase:FBpp0120322,FlyBase_Annotation_IDs:GF17130-PA,GB_protein:EDV42196,REFSEQ:XP_001953635,FlyMine:FBpp0120322; MD5=2017d130eaf71e1613e3a5eadbfc3027; length=240; release=r1.3; species=Dana; 
FBpp0113388          -          CLIPD                -            2.6e-43  148.1   0.0   2.9e-43  147.9   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13337:join(8732079..8732652,8732752..8732969); ID=FBpp0113388; name=Dana\GF10196-PA; parent=FBgn0087237,FBtr0114896; dbxref=FlyBase:FBpp0113388,FlyBase_Annotation_IDs:GF10196-PA,GB_protein:EDV39791,REFSEQ:XP_001956985,FlyMine:FBpp0113388; MD5=d0cad8a6fc06d58aeca78821927007e3; length=263; release=r1.3; species=Dana; 
FBpp0120321          -          CLIPD                -              3e-43  147.9   0.4     4e-43  147.5   0.4   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13340:complement(6525837..6525935,6525992..6526717); ID=FBpp0120321; name=Dana\GF17129-PA; parent=FBgn0094148,FBtr0121829; dbxref=FlyBase:FBpp0120321,FlyBase_Annotation_IDs:GF17129-PA,GB_protein:EDV42200,REFSEQ:XP_001953639,FlyMine:FBpp0120321; MD5=1847b3850ed6eb77496f91e5d2f532b3; length=274; release=r1.3; species=Dana; 
FBpp0123021          -          CLIPD                -            3.8e-43  147.5   0.0   4.5e-43  147.3   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13266:8543124..8543774; ID=FBpp0123021; name=Dana\GF19829-PA; parent=FBgn0096836,FBtr0124529; dbxref=FlyBase:FBpp0123021,FlyBase_Annotation_IDs:GF19829-PA,GB_protein:EDV36715,REFSEQ:XP_001959893,FlyMine:FBpp0123021; MD5=b545a23c1c961c30d2d24b69d3bdc238; length=216; release=r1.3; species=Dana; 
FBpp0113860          -          CLIPD                -            1.5e-42  145.6   0.9   1.8e-42  145.3   0.9   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13337:join(16730876..16731135,16731206..16731758); ID=FBpp0113860; name=Dana\GF10668-PA; parent=FBgn0087709,FBtr0115368; dbxref=FlyBase:FBpp0113860,FlyBase_Annotation_IDs:GF10668-PA,GB_protein:EDV40762,REFSEQ:XP_001957956,FlyMine:FBpp0113860; MD5=cf42cd025cd944be34285b30e3b7c56a; length=270; release=r1.3; species=Dana; 
FBpp0113856          -          CLIPD                -            1.6e-42  145.5   0.7   2.1e-42  145.1   0.7   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13337:join(16716001..16716254,16716316..16716874); ID=FBpp0113856; name=Dana\GF10664-PA; parent=FBgn0087705,FBtr0115364; dbxref=FlyBase:FBpp0113856,FlyBase_Annotation_IDs:GF10664-PA,GB_protein:EDV40758,REFSEQ:XP_001957952,FlyMine:FBpp0113856; MD5=12e99b3b6cdc7e8fdc1b25184388f7e3; length=270; release=r1.3; species=Dana; 
FBpp0128074          -          CLIPD                -              2e-42  145.2   0.2   2.6e-42  144.8   0.2   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_12943:4942258..4943061; ID=FBpp0128074; name=Dana\GF24882-PA; parent=FBgn0101874,FBtr0129582; dbxref=FlyBase:FBpp0128074,FlyBase_Annotation_IDs:GF24882-PA,GB_protein:EDV33522,REFSEQ:XP_001965388,FlyMine:FBpp0128074; MD5=0d35222116b31c5e29e0208bcd9c5830; length=267; release=r1.3; species=Dana; 
FBpp0116536          -          CLIPD                -            2.3e-42  145.0   2.2   2.7e-42  144.7   2.2   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13266:12023032..12023814; ID=FBpp0116536; name=Dana\GF13344-PA; parent=FBgn0090376,FBtr0118044; dbxref=FlyBase:FBpp0116536,FlyBase_Annotation_IDs:GF13344-PA,GB_protein:EDV37223,REFSEQ:XP_001960401,FlyMine:FBpp0116536; MD5=7ad3a68f221e1c1726db9734cbd570ad; length=260; release=r1.3; species=Dana; 
FBpp0121054          -          CLIPD                -              3e-42  144.6   0.1   4.1e-42  144.1   0.1   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13340:6523510..6524376; ID=FBpp0121054; name=Dana\GF17862-PA; parent=FBgn0094880,FBtr0122562; dbxref=FlyBase:FBpp0121054,FlyBase_Annotation_IDs:GF17862-PA,GB_protein:EDV42198,REFSEQ:XP_001953637,FlyMine:FBpp0121054; MD5=e6dc233be49ee8727b0b7b6441784b65; length=288; release=r1.3; species=Dana; 
FBpp0127096          -          CLIPD                -            3.4e-42  144.4   0.4   4.6e-42  144.0   0.4   1.1   1   0   0   1   1   1   1 type=protein; loc=scaffold_13337:complement(14241345..14241474,14241556..14241745,14242031..14242530,14242598..14242818); ID=FBpp0127096; name=Dana\GF23904-PA; parent=FBgn0100898,FBtr0128604; dbxref=FlyBase:FBpp0127096,FlyBase_Annotation_IDs:GF23904-PA,GB_protein:EDV40494,REFSEQ:XP_001957688,FlyMine:FBpp0127096; MD5=084a45eae24681b54240f0e3144c4a91; length=346; release=r1.3; species=Dana; 
FBpp0113855          -          CLIPD                -            5.6e-42  143.7   0.1   6.9e-42  143.4   0.1   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13337:join(16711899..16712164,16712219..16712777); ID=FBpp0113855; name=Dana\GF10663-PA; parent=FBgn0087704,FBtr0115363; dbxref=FlyBase:FBpp0113855,FlyBase_Annotation_IDs:GF10663-PA,GB_protein:EDV40757,REFSEQ:XP_001957951,FlyMine:FBpp0113855; MD5=6114b646bc365914addf1b8d68d13702; length=274; release=r1.3; species=Dana; 
FBpp0121055          -          CLIPD                -            7.2e-42  143.4   0.1     9e-42  143.0   0.1   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13340:6526920..6527729; ID=FBpp0121055; name=Dana\GF17863-PA; parent=FBgn0094881,FBtr0122563; dbxref=FlyBase:FBpp0121055,FlyBase_Annotation_IDs:GF17863-PA,GB_protein:EDV42201,REFSEQ:XP_001953640,FlyMine:FBpp0121055; MD5=1c97ed151b88c77b7208e576a2414397; length=269; release=r1.3; species=Dana; 
FBpp0120761          -          CLIPD                -            7.3e-42  143.3   0.1     1e-41  142.8   0.1   1.3   1   0   0   1   1   1   1 type=protein; loc=scaffold_13340:join(1354889..1354957,1355006..1355260,1355318..1355485,1356857..1356959,1357031..1357203,1357420..1357565,1357651..1357886,1357956..1358113,1358172..1358345); ID=FBpp0120761; name=Dana\GF17569-PA; parent=FBgn0094587,FBtr0122269; dbxref=FlyBase:FBpp0120761,FlyBase_Annotation_IDs:GF17569-PA,GB_protein:EDV41622,REFSEQ:XP_001953039,FlyMine:FBpp0120761; MD5=72ede2380bf5f984ea590185f8f2d43f; length=493; release=r1.3; species=Dana; 
FBpp0122075          -          CLIPD                -            1.1e-41  142.8   0.1   1.3e-41  142.5   0.1   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13340:join(22379435..22379564,22379626..22379773,22379842..22379946,22380081..22380199,22380256..22380451,22380509..22380656); ID=FBpp0122075; name=Dana\GF18883-PA; parent=FBgn0095897,FBtr0123583; dbxref=FlyBase:FBpp0122075,FlyBase_Annotation_IDs:GF18883-PA,GB_protein:EDV44237,REFSEQ:XP_001955676,FlyMine:FBpp0122075; MD5=3bf13e25c7bffc2ef4e7c388fc507e7f; length=281; release=r1.3; species=Dana; 
FBpp0124759          -          CLIPD                -            1.5e-41  142.3   1.7   1.8e-41  142.0   1.7   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_12943:complement(2524100..2524927); ID=FBpp0124759; name=Dana\GF21567-PA; parent=FBgn0098567,FBtr0126267; dbxref=FlyBase:FBpp0124759,FlyBase_Annotation_IDs:GF21567-PA,GB_protein:EDV33236,REFSEQ:XP_001965102,FlyMine:FBpp0124759; MD5=38b487d0e29e5add26b0a2aaa0ef108b; length=275; release=r1.3; species=Dana; 
FBpp0115567          -          CLIPD                -            3.6e-41  141.0   1.6   4.5e-41  140.7   1.6   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13266:complement(1432527..1433339); ID=FBpp0115567; name=Dana\GF12375-PA; parent=FBgn0089412,FBtr0117075; dbxref=FlyBase:FBpp0115567,FlyBase_Annotation_IDs:GF12375-PA,GB_protein:EDV35631,REFSEQ:XP_001958809,FlyMine:FBpp0115567; MD5=74d1697d13c4d91d7e129b3b73ae08ec; length=270; release=r1.3; species=Dana; 
FBpp0125056          -          CLIPD                -              4e-41  140.9   0.1   4.9e-41  140.6   0.1   1.1   1   0   0   1   1   1   1 type=protein; loc=scaffold_13334:1395608..1396402; ID=FBpp0125056; name=Dana\GF21864-PA; parent=FBgn0098864,FBtr0126564; dbxref=FlyBase:FBpp0125056,FlyBase_Annotation_IDs:GF21864-PA,GB_protein:EDV38405,REFSEQ:XP_001967086,FlyMine:FBpp0125056; MD5=abcf7512bdfe6164c769df927f2d976b; length=264; release=r1.3; species=Dana; 
FBpp0127934          -          CLIPD                -            6.7e-41  140.2   0.5   8.6e-41  139.8   0.5   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13337:complement(2344186..2344542,2344604..2344865,2344930..2345210,2345498..2345530); ID=FBpp0127934; name=Dana\GF24742-PA; parent=FBgn0101735,FBtr0129442; dbxref=FlyBase:FBpp0127934,FlyBase_Annotation_IDs:GF24742-PA,GB_protein:EDV38947,REFSEQ:XP_001956141,FlyMine:FBpp0127934; MD5=c2fca0874a39378f6bebd40461ed39c2; length=310; release=r1.3; species=Dana; 
FBpp0126097          -          CLIPD                -              7e-41  140.1   2.5   8.7e-41  139.8   2.5   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_12911:complement(4680092..4680907); ID=FBpp0126097; name=Dana\GF22905-PA; parent=FBgn0099899,FBtr0127605; dbxref=FlyBase:FBpp0126097,FlyBase_Annotation_IDs:GF22905-PA,GB_protein:EDV30504,REFSEQ:XP_001964708,FlyMine:FBpp0126097; MD5=68ce95d636192212a81ed66d51c31076; length=271; release=r1.3; species=Dana; 
