#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
FBpp0074817          -          BGBP                 -           2.5e-135  452.4   0.0    3e-135  452.1   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=3L:join(18676006..18676123,18676296..18677080,18677145..18677522,18677579..18677776); ID=FBpp0074817; name=GNBP1-PA; parent=FBgn0040323,FBtr0075050; dbxref=FlyBase:FBpp0074817,FlyBase_Annotation_IDs:CG6895-PA,GB_protein:AAF49244.1,REFSEQ:NP_524142,GB_protein:AAF49244,FlyMine:FBpp0074817,modMine:FBpp0074817; MD5=3319c8f13047af04e61708ace37337a8; length=492; release=r6.02; species=Dmel; 
FBpp0077479          -          CLIPC                -            1.4e-38  133.6   0.1   1.8e-38  133.3   0.1   1.1   1   0   0   1   1   1   1 type=protein; loc=2L:complement(2286050..2286844); ID=FBpp0077479; name=CG31681-PA; parent=FBgn0051681,FBtr0077802; dbxref=FlyBase:FBpp0077479,FlyBase_Annotation_IDs:CG31681-PA,GB_protein:AAN10420.1,REFSEQ:NP_722789,GB_protein:AAN10420,FlyMine:FBpp0077479,modMine:FBpp0077479; MD5=3170b68d446193225980b6d9150ab5ac; length=264; release=r6.02; species=Dmel; 
FBpp0082847          -          CLIPC                -            1.9e-38  133.3   0.0   2.4e-38  132.9   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=3R:join(17137911..17138619,17138679..17138791); ID=FBpp0082847; name=CG5255-PA; parent=FBgn0038485,FBtr0083406; dbxref=FlyBase:FBpp0082847,FlyBase_Annotation_IDs:CG5255-PA,GB_protein:AAF55396.1,REFSEQ:NP_650604,GB_protein:AAF55396,FlyMine:FBpp0082847,modMine:FBpp0082847; MD5=345ef05e5eb3c0d78a0435a9078fdc19; length=273; release=r6.02; species=Dmel; 
FBpp0289585          -          CLIPC                -            2.7e-38  132.7   0.0   3.6e-38  132.3   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=2L:complement(join(2847009..2847197,2846084..2846938)); ID=FBpp0289585; name=CG3117-PB; parent=FBgn0031471,FBtr0300356; dbxref=REFSEQ:NP_608722,GB_protein:AAF51194,FlyBase:FBpp0289585,FlyBase_Annotation_IDs:CG3117-PB,FlyMine:FBpp0289585,modMine:FBpp0289585; MD5=6bd7a7518098917d63fd948a5324adde; length=347; release=r6.02; species=Dmel; 
FBpp0084877          -          CLIPC                -            3.1e-38  132.6   0.1   3.8e-38  132.3   0.1   1.0   1   0   0   1   1   1   1 type=protein; loc=3R:complement(join(29925912..29926174,29925299..29925854)); ID=FBpp0084877; name=Jon99Ci-PA; parent=FBgn0003358,FBtr0085511; dbxref=FlyBase:FBpp0084877,FlyBase_Annotation_IDs:CG31039-PA,GB_protein:AAF56973.1,REFSEQ:NP_524555,GB_protein:AAF56973,FlyMine:FBpp0084877,modMine:FBpp0084877; MD5=a1768e828d758fd37e19bc4f0e819dfd; length=272; release=r6.02; species=Dmel; 
FBpp0082858          -          CLIPC                -            4.2e-38  132.1   0.8   5.4e-38  131.7   0.8   1.1   1   0   0   1   1   1   1 type=protein; loc=3R:complement(17129517..17130383); ID=FBpp0082858; name=CG17475-PA; parent=FBgn0038481,FBtr0083417; dbxref=GB_protein:AAF55393.1,FlyBase:FBpp0082858,FlyBase_Annotation_IDs:CG17475-PA,REFSEQ:NP_650600,GB_protein:AAF55393,FlyMine:FBpp0082858,modMine:FBpp0082858; MD5=2323467c87b3a9e08e401bf2900ecf62; length=288; release=r6.02; species=Dmel; 
FBpp0311977          -          CLIPC                -            4.2e-38  132.1   0.8   5.4e-38  131.7   0.8   1.1   1   0   0   1   1   1   1 type=protein; loc=3R:complement(17129517..17130383); ID=FBpp0311977; name=CG17475-PB; parent=FBgn0038481,FBtr0346149; dbxref=FlyBase:FBpp0311977,FlyBase_Annotation_IDs:CG17475-PB,GB_protein:AHN57371,REFSEQ:NP_001287372; MD5=2323467c87b3a9e08e401bf2900ecf62; length=288; release=r6.02; species=Dmel; 
FBpp0289839          -          CLIPC                -            4.9e-38  131.9   0.0   6.9e-38  131.4   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=2L:join(15923410..15923619,15923681..15926203); ID=FBpp0289839; name=CG4793-PD; parent=FBgn0028514,FBtr0300612; dbxref=REFSEQ:NP_723941,GB_protein:AAN10922,FlyBase:FBpp0289839,FlyBase_Annotation_IDs:CG4793-PD,FlyMine:FBpp0289839,modMine:FBpp0289839; MD5=b66b1c2932cd4d09f504cc7e450eaba5; length=910; release=r6.02; species=Dmel; 
FBpp0082362          -          CLIPC                -            5.3e-38  131.8   0.0   6.9e-38  131.4   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=3R:complement(join(14219985..14220194,14219629..14219794,14218803..14219571,14218323..14218740)); ID=FBpp0082362; name=CG31326-PA; parent=FBgn0051326,FBtr0082901; dbxref=FlyBase:FBpp0082362,FlyBase_Annotation_IDs:CG31326-PA,GB_protein:AAN13598.1,REFSEQ:NP_650344,GB_protein:AAN13598,FlyMine:FBpp0082362,modMine:FBpp0082362; MD5=657b64ef84c829f412b8ff4b4148ee6e; length=520; release=r6.02; species=Dmel; 
FBpp0306806          -          CLIPC                -            5.7e-38  131.7   0.1   9.2e-38  131.0   0.1   1.3   1   1   0   1   1   1   1 type=protein; loc=3R:join(23684446..23684705,23685181..23685414,23685480..23685876); ID=FBpp0306806; name=CG18754-PC; parent=FBgn0042106,FBtr0334766; dbxref=FlyBase:FBpp0306806,FlyBase_Annotation_IDs:CG18754-PC,REFSEQ:NP_001262877,GB_protein:AGB96257; MD5=72ea5f2e9ecadf7432a7d5592c648903; length=296; release=r6.02; species=Dmel; 
FBpp0289337          -          CLIPC                -            8.9e-38  131.0   0.0   1.2e-37  130.7   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=3R:join(17132685..17133461,17133527..17133598); ID=FBpp0289337; name=CG31266-PB; parent=FBgn0051266,FBtr0300060; dbxref=FlyBase:FBpp0289337,FlyBase_Annotation_IDs:CG31266-PB,REFSEQ:NP_001138068,GB_protein:ACL83526,FlyMine:FBpp0289337,modMine:FBpp0289337; MD5=d469c8277465254b9c37d918856af044; length=282; release=r6.02; species=Dmel; 
FBpp0082859          -          CLIPC                -            2.6e-37  129.5   0.1   3.4e-37  129.1   0.1   1.0   1   0   0   1   1   1   1 type=protein; loc=3R:complement(17126127..17126930); ID=FBpp0082859; name=CG17477-PA; parent=FBgn0038479,FBtr0083418; dbxref=GB_protein:AAF55391.2,FlyBase:FBpp0082859,FlyBase_Annotation_IDs:CG17477-PA,REFSEQ:NP_650598,GB_protein:AAF55391,FlyMine:FBpp0082859,modMine:FBpp0082859; MD5=a7ffe8b49597f0e57e70a1cfe068a7ec; length=267; release=r6.02; species=Dmel; 
FBpp0073064          -          CLIPC                -            5.5e-37  128.4   0.0   6.3e-37  128.2   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=3L:join(4093239..4093316,4093383..4094273); ID=FBpp0073064; name=CG14990-PA; parent=FBgn0035496,FBtr0073208; dbxref=GB_protein:AAF47836.2,GB_protein:AAF47836.1,FlyBase:FBpp0073064,FlyBase_Annotation_IDs:CG14990-PA,REFSEQ:NP_647856,GB_protein:AAF47836,FlyMine:FBpp0073064,modMine:FBpp0073064; MD5=f48b83dec050385013deeb52f52bdd8f; length=322; release=r6.02; species=Dmel; 
FBpp0077991          -          CLIPC                -            5.5e-37  128.4   0.1   6.9e-37  128.1   0.1   1.0   1   0   0   1   1   1   1 type=protein; loc=3L:complement(join(20956126..20956729,20955789..20956012)); ID=FBpp0077991; name=Sems-PA; parent=FBgn0037036,FBtr0078335; dbxref=FlyBase:FBpp0077991,FlyBase_Annotation_IDs:CG10586-PA,GB_protein:AAF51660.1,REFSEQ:NP_649270,GB_protein:AAF51660,FlyMine:FBpp0077991,modMine:FBpp0077991; MD5=e9adea10f46699bd774ef0d65b630ea9; length=275; release=r6.02; species=Dmel; 
FBpp0084868          -          CLIPC                -            6.9e-37  128.1   0.0     9e-37  127.7   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=3R:29922242..29923039; ID=FBpp0084868; name=Jon99Ciii-PA; parent=FBgn0003357,FBtr0085502; dbxref=FlyBase:FBpp0084868,FlyBase_Annotation_IDs:CG31362-PA,GB_protein:AAN14201.1,REFSEQ:NP_733330,GB_protein:AAN14201; MD5=1e2effa48fa812e3aa6d92a4da9867ca; length=265; release=r6.02; species=Dmel; 
FBpp0084878          -          CLIPC                -            6.9e-37  128.1   0.0     9e-37  127.7   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=3R:complement(29923790..29924587); ID=FBpp0084878; name=Jon99Cii-PA; parent=FBgn0003356,FBtr0085512; dbxref=FlyBase:FBpp0084878,FlyBase_Annotation_IDs:CG31034-PA,GB_protein:AAF56972.1,REFSEQ:NP_524554,GB_protein:AAF56972,FlyMine:FBpp0084878,modMine:FBpp0084878; MD5=1e2effa48fa812e3aa6d92a4da9867ca; length=265; release=r6.02; species=Dmel; 
FBpp0312057          -          CLIPC                -            6.9e-37  128.1   0.0     9e-37  127.7   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=3R:29922242..29923039; ID=FBpp0312057; name=Jon99Ciii-PB; parent=FBgn0003357,FBtr0346340; dbxref=FlyBase:FBpp0312057,FlyBase_Annotation_IDs:CG31362-PB,GB_protein:AHN57597,REFSEQ:NP_001287598; MD5=1e2effa48fa812e3aa6d92a4da9867ca; length=265; release=r6.02; species=Dmel; 
FBpp0078691          -          CLIPC                -            7.2e-37  128.1   0.3   9.1e-37  127.7   0.3   1.0   1   0   0   1   1   1   1 type=protein; loc=2L:complement(4952284..4953114); ID=FBpp0078691; name=Jon25Bii-PA; parent=FBgn0031654,FBtr0079055; dbxref=FlyBase:FBpp0078691,FlyBase_Annotation_IDs:CG8869-PA,GB_protein:AAF52180.1,REFSEQ:NP_608882,GB_protein:AAF52180,FlyMine:FBpp0078691,modMine:FBpp0078691; MD5=fa1929dd5b55e4479577c8845d9dfc7f; length=276; release=r6.02; species=Dmel; 
FBpp0311491          -          CLIPC                -            7.2e-37  128.1   0.3   9.1e-37  127.7   0.3   1.0   1   0   0   1   1   1   1 type=protein; loc=2L:complement(4952284..4953114); ID=FBpp0311491; name=Jon25Bii-PB; parent=FBgn0031654,FBtr0345335; dbxref=FlyBase:FBpp0311491,FlyBase_Annotation_IDs:CG8869-PB,GB_protein:AHN54123,REFSEQ:NP_001285608; MD5=fa1929dd5b55e4479577c8845d9dfc7f; length=276; release=r6.02; species=Dmel; 
FBpp0077989          -          CLIPC                -            1.2e-36  127.4   0.0   1.4e-36  127.1   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=3L:complement(join(20961936..20962545,20961562..20961782)); ID=FBpp0077989; name=CG10587-PA; parent=FBgn0037039,FBtr0078333; dbxref=FlyBase:FBpp0077989,FlyBase_Annotation_IDs:CG10587-PA,GB_protein:AAF51663.1,REFSEQ:NP_649273,GB_protein:AAF51663,FlyMine:FBpp0077989,modMine:FBpp0077989; MD5=b375d4e9070ff77877fd08106b9f65a7; length=276; release=r6.02; species=Dmel; 
FBpp0086312          -          CLIPC                -            1.2e-36  127.3   1.1   1.1e-35  124.1   1.1   1.9   1   1   0   1   1   1   1 type=protein; loc=2R:complement(join(16355014..16355215,16354906..16354951,16354694..16354848,16354238..16354629)); ID=FBpp0086312; name=CG30098-PA; parent=FBgn0050098,FBtr0087168; dbxref=FlyBase_Annotation_IDs:CG30098-PA,FlyBase:FBpp0086312,GB_protein:AAM68520.1,GB_protein:AAM68520.2,REFSEQ:NP_725573,GB_protein:AAM68520,FlyMine:FBpp0086312,modMine:FBpp0086312; MD5=f2b8290f00dc4aca6534913e0be37bf9; length=264; release=r6.02; species=Dmel; 
FBpp0086233          -          CLIPC                -            1.6e-36  126.9   0.0   2.1e-36  126.5   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=2R:join(16486674..16486884,16487010..16487058,16487116..16487291,16487342..16487751); ID=FBpp0086233; name=CG33458-PA; parent=FBgn0053458,FBtr0087085; dbxref=FlyBase:FBpp0086233,FlyBase_Annotation_IDs:CG33458-PA,GB_protein:AAS64835.1,GB_protein:AAS64835,REFSEQ:NP_995854,GB_protein:AAS64835,FlyMine:FBpp0086233,modMine:FBpp0086233; MD5=707bb18fe5ab85d6c5c858b13d959fe0; length=281; release=r6.02; species=Dmel; 
FBpp0305481          -          CLIPC                -            2.5e-36  126.3   0.0   3.1e-36  125.9   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=3L:complement(join(20961936..20962545,20961845..20961883,20961562..20961782)); ID=FBpp0305481; name=CG10587-PC; parent=FBgn0037039,FBtr0333286; dbxref=REFSEQ:NP_001137989,GB_protein:ACL83344,FlyBase:FBpp0305481,FlyBase_Annotation_IDs:CG10587-PC; MD5=2cbccb0fa82e3b47207c34ac5a26dcd7; length=289; release=r6.02; species=Dmel; 
FBpp0076886          -          CLIPC                -              4e-36  125.6   0.0   4.9e-36  125.3   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=X:join(21217904..21218157,21218225..21218759); ID=FBpp0076886; name=CG32523-PA; parent=FBgn0052523,FBtr0077183; dbxref=FlyBase_Annotation_IDs:CG32523-PA,FlyBase:FBpp0076886,GB_protein:AAN09669,REFSEQ:NP_728401,FlyMine:FBpp0076886,modMine:FBpp0076886; MD5=25348a41521f3b636695eaeedca35469; length=262; release=r6.02; species=Dmel; 
FBpp0085052          -          CLIPC                -            5.3e-36  125.2   0.0   6.9e-36  124.8   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=3R:complement(30487100..30487903); ID=FBpp0085052; name=Jon99Fii-PA; parent=FBgn0039777,FBtr0085690; dbxref=FlyBase:FBpp0085052,FlyBase_Annotation_IDs:CG2229-PA,GB_protein:AAF57055.1,REFSEQ:NP_651799,GB_protein:AAF57055,FlyMine:FBpp0085052,modMine:FBpp0085052; MD5=2f5e1fe2e20f002c4d05550b7ba0c07b; length=267; release=r6.02; species=Dmel; 
FBpp0085014          -          CLIPC                -            5.9e-36  125.0   0.0   7.8e-36  124.7   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=3R:30488988..30489791; ID=FBpp0085014; name=Jon99Fi-PA; parent=FBgn0039778,FBtr0085652; dbxref=FlyBase:FBpp0085014,FlyBase_Annotation_IDs:CG18030-PA,GB_protein:AAF57056.2,REFSEQ:NP_651800,GB_protein:AAF57056,FlyMine:FBpp0085014,modMine:FBpp0085014; MD5=3bacdd7d183bb5c896d2085df970d19e; length=267; release=r6.02; species=Dmel; 
FBpp0082845          -          CLIPC                -            5.9e-36  125.0   0.1   7.3e-36  124.7   0.1   1.0   1   0   0   1   1   1   1 type=protein; loc=3R:join(17134220..17134419,17134586..17135213); ID=FBpp0082845; name=CG31267-PA; parent=FBgn0051267,FBtr0083404; dbxref=GB_protein:AAN13738.1,FlyBase:FBpp0082845,FlyBase_Annotation_IDs:CG31267-PA,REFSEQ:NP_732214,GB_protein:AAN13738,FlyMine:FBpp0082845,modMine:FBpp0082845; MD5=4c910b4a39934398eee2dea9001f42e9; length=275; release=r6.02; species=Dmel; 
FBpp0072965          -          CLIPC                -            6.5e-36  124.9   0.1     8e-36  124.6   0.1   1.0   1   0   0   1   1   1   1 type=protein; loc=3L:complement(3204664..3205449); ID=FBpp0072965; name=CG32277-PA; parent=FBgn0052277,FBtr0073103; dbxref=FlyBase:FBpp0072965,FlyBase_Annotation_IDs:CG32277-PA,GB_protein:AAN11544.1,REFSEQ:NP_728835,GB_protein:AAN11544,FlyMine:FBpp0072965,modMine:FBpp0072965; MD5=b97fd0c42cdf4af59be92e2284ffebbd; length=261; release=r6.02; species=Dmel; 
FBpp0070268          -          CLIPC                -            8.1e-36  124.6   0.0   9.7e-36  124.3   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=X:complement(join(1709841..1710136,1709505..1709775,1709089..1709439)); ID=FBpp0070268; name=CG3795-PA; parent=FBgn0025378,FBtr0070278; dbxref=FlyBase:FBpp0070268,FlyBase_Annotation_IDs:CG3795-PA,GB_protein:AAF45662.2,REFSEQ:NP_569939,GB_protein:AAF45662,FlyMine:FBpp0070268,modMine:FBpp0070268; MD5=201ddc103b2819b5cccdd3234bf9c4c7; length=305; release=r6.02; species=Dmel; 
FBpp0310567          -          CLIPC                -            8.1e-36  124.6   0.0   9.7e-36  124.3   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=X:complement(join(1709841..1710136,1709505..1709775,1709089..1709439)); ID=FBpp0310567; name=CG3795-PB; parent=FBgn0025378,FBtr0344154; dbxref=FlyBase:FBpp0310567,GB_protein:AHN59261,REFSEQ:NP_001284790,FlyBase_Annotation_IDs:CG3795-PB; MD5=201ddc103b2819b5cccdd3234bf9c4c7; length=305; release=r6.02; species=Dmel; 
FBpp0072287          -          CLIPC                -            1.3e-35  123.9   0.9   1.5e-35  123.7   0.9   1.0   1   0   0   1   1   1   1 type=protein; loc=2R:24849012..24849761; ID=FBpp0072287; name=CG3650-PA; parent=FBgn0035070,FBtr0072380; dbxref=FlyBase:FBpp0072287,FlyBase_Annotation_IDs:CG3650-PA,GB_protein:AAF47281.1,REFSEQ:NP_611971,GB_protein:AAF47281,FlyMine:FBpp0072287,modMine:FBpp0072287; MD5=61ef3740fc27880cf8e7365c5639f421; length=249; release=r6.02; species=Dmel; 
FBpp0306587          -          CLIPC                -            1.6e-35  123.6   0.5   1.9e-35  123.4   0.5   1.0   1   0   0   1   1   1   1 type=protein; loc=3R:complement(join(13041603..13041681,13041158..13041538,13040844..13041101,13040744..13040784)); ID=FBpp0306587; name=snk-PC; parent=FBgn0003450,FBtr0334520; dbxref=FlyBase:FBpp0306587,FlyBase_Annotation_IDs:CG7996-PC,REFSEQ:NP_001262525,GB_protein:AGB95907; MD5=3e59e0124ac114d9ff0073ae3acdf58e; length=252; release=r6.02; species=Dmel; 
FBpp0292027          -          CLIPC                -            1.7e-35  123.6   0.3   1.1e-23   84.7   0.4   2.6   2   1   0   2   2   2   2 type=protein; loc=2R:join(22943209..22943404,22943461..22943506,22943561..22943703,22943763..22944341,22944402..22944450,22944517..22944650,22944709..22945100); ID=FBpp0292027; name=CG42694-PA; parent=FBgn0261584,FBtr0302896; dbxref=FlyBase:FBpp0292027,FlyBase_Annotation_IDs:CG42694-PA,REFSEQ:NP_001188994,GB_protein:ADV37240,FlyMine:FBpp0292027,modMine:FBpp0292027; MD5=cbe14cbdee36b2b39e35d065d9177743; length=512; release=r6.02; species=Dmel; 
FBpp0306130          -          CLIPC                -            1.7e-35  123.6   0.3   1.1e-23   84.7   0.4   2.6   2   1   0   2   2   2   2 type=protein; loc=2R:join(22943209..22943404,22943461..22943506,22943561..22943703,22943763..22944341,22944402..22944450,22944517..22944650,22944709..22945100); ID=FBpp0306130; name=CG42694-PB; parent=FBgn0261584,FBtr0334011; dbxref=FlyBase:FBpp0306130,FlyBase_Annotation_IDs:CG42694-PB,REFSEQ:NP_001261147,GB_protein:AGB93678; MD5=cbe14cbdee36b2b39e35d065d9177743; length=512; release=r6.02; species=Dmel; 
FBpp0076963          -          CLIPC                -            2.7e-35  122.9   0.0   3.6e-35  122.5   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=X:complement(20964621..20965403); ID=FBpp0076963; name=CG1304-PA; parent=FBgn0031141,FBtr0077271; dbxref=FlyBase:FBpp0076963,FlyBase_Annotation_IDs:CG1304-PA,GB_protein:AAF50871.1,REFSEQ:NP_608418,GB_protein:AAF50871,FlyMine:FBpp0076963,modMine:FBpp0076963; MD5=eefcec45f280548463dd73793f231112; length=260; release=r6.02; species=Dmel; 
FBpp0077436          -          CLIPC                -            4.1e-35  122.3   0.0   5.2e-35  121.9   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=2L:2285174..2285902; ID=FBpp0077436; name=CG4271-PA; parent=FBgn0031409,FBtr0077756; dbxref=FlyBase:FBpp0077436,FlyBase_Annotation_IDs:CG4271-PA,GB_protein:AAF51273.1,REFSEQ:NP_608665,GB_protein:AAF51273,FlyMine:FBpp0077436,modMine:FBpp0077436; MD5=2bde5023a328c6a8230713c63132c7c7; length=242; release=r6.02; species=Dmel; 
FBpp0076964          -          CLIPC                -            4.5e-35  122.1   0.0     6e-35  121.7   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=X:complement(20962708..20963487); ID=FBpp0076964; name=Ser6-PA; parent=FBgn0011834,FBtr0077272; dbxref=FlyBase:FBpp0076964,FlyBase_Annotation_IDs:CG2071-PA,GB_protein:AAF50872.1,REFSEQ:NP_523426,GB_protein:AAF50872,FlyMine:FBpp0076964,modMine:FBpp0076964; MD5=1b206092207e9fc37909e49a6588f2f2; length=259; release=r6.02; species=Dmel; 
FBpp0099851          -          CLIPC                -            5.4e-35  121.9   0.2   6.8e-35  121.6   0.2   1.0   1   0   0   1   1   1   1 type=protein; loc=2L:complement(4954323..4955123); ID=FBpp0099851; name=Jon25Bi-PB; parent=FBgn0020906,FBtr0100432; dbxref=FlyBase_Annotation_IDs:CG8867-PB,FlyBase:FBpp0099851,GB_protein:ABC65872.1,REFSEQ:NP_001033873,GB_protein:ABC65872,FlyMine:FBpp0099851,modMine:FBpp0099851; MD5=c7184abd0e85ee96dc1fb25c7063c8c5; length=266; release=r6.02; species=Dmel; 
FBpp0082359          -          CLIPC                -            3.2e-34  119.3   0.0   3.8e-34  119.1   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=3R:complement(join(14226510..14226716,14226265..14226436,14225181..14226121)); ID=FBpp0082359; name=CG9631-PA; parent=FBgn0027563,FBtr0082898; dbxref=FlyBase:FBpp0082359,FlyBase_Annotation_IDs:CG9631-PA,GB_protein:AAF55033.1,REFSEQ:NP_650345,GB_protein:AAF55033,FlyMine:FBpp0082359,modMine:FBpp0082359; MD5=ce51225cb3f15d494ff2083bf879ec4c; length=439; release=r6.02; species=Dmel; 
FBpp0112279          -          CLIPC                -            3.9e-34  119.1   0.0   4.9e-34  118.7   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=2R:complement(join(21520144..21520369,21520039..21520081,21519815..21519981,21519335..21519747)); ID=FBpp0112279; name=CG30288-PC; parent=FBgn0050288,FBtr0113367; dbxref=FlyBase:FBpp0112279,FlyBase_Annotation_IDs:CG30288-PC,REFSEQ:NP_001097398,GB_protein:AAM70917,FlyMine:FBpp0112279,modMine:FBpp0112279; MD5=7f8c4e43a9944bfae7bdbe87b02aac27; length=282; release=r6.02; species=Dmel; 
FBpp0074137          -          CLIPC                -            6.1e-34  118.4   1.0   7.4e-34  118.1   1.0   1.0   1   0   0   1   1   1   1 type=protein; loc=X:complement(join(16701677..16701897,16700884..16701412)); ID=FBpp0074137; name=spheroide-PA; parent=FBgn0030774,FBtr0074363; dbxref=GB_protein:AAF48648.1,FlyBase:FBpp0074137,FlyBase_Annotation_IDs:CG9675-PA,GB_protein:AAF48648.2,REFSEQ:NP_573148,GB_protein:AAF48648,FlyMine:FBpp0074137,modMine:FBpp0074137; MD5=994412297c32742afac61b2c7dd5cf76; length=249; release=r6.02; species=Dmel; 
FBpp0292474          -          CLIPC                -            6.1e-34  118.4   0.0   7.6e-34  118.1   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=3R:complement(join(17131432..17132156,17131296..17131368)); ID=FBpp0292474; name=CG4053-PB; parent=FBgn0038482,FBtr0303413; dbxref=FlyBase:FBpp0292474,FlyBase_Annotation_IDs:CG4053-PB,REFSEQ:NP_650601,GB_protein:AAF55394,FlyMine:FBpp0292474,modMine:FBpp0292474; MD5=edce7532dfbcf506a619990fb5bd96db; length=265; release=r6.02; species=Dmel; 
FBpp0291517          -          CLIPC                -            1.8e-33  116.9   0.0   2.3e-33  116.6   0.0   1.2   1   0   0   1   1   1   1 type=protein; loc=3R:complement(join(12224936..12225005,12224277..12224872,12224063..12224224)); ID=FBpp0291517; name=CG17404-PB; parent=FBgn0038001,FBtr0302311; dbxref=REFSEQ:NP_650165,GB_protein:AAF54763,FlyBase:FBpp0291517,FlyBase_Annotation_IDs:CG17404-PB,FlyMine:FBpp0291517,modMine:FBpp0291517; MD5=7acc89528397e72fb5a0fde9d847083e; length=275; release=r6.02; species=Dmel; 
