#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
FBpp0275484          -          BGBP                 -           2.8e-126  421.7   0.0  3.5e-126  421.4   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=XR_group6:join(11579122..11579248,11579310..11580484,11580551..11580748); ID=FBpp0275484; name=Dpse\GA19936-PA; parent=FBgn0079932,FBtr0277046; dbxref=FlyBase:FBpp0275484,FlyBase_Annotation_IDs:GA19936-PA,GB_protein:EAL29729,REFSEQ:XP_001353993,FlyMine:FBpp0275484,modMine:FBpp0275484; MD5=9f0905dd479084674a581a4a75b0c605; length=499; release=r3.2; species=Dpse; 
FBpp0276131          -          CLIPD                -            8.9e-57  192.4   0.4     1e-56  192.2   0.4   1.0   1   0   0   1   1   1   1 type=protein; loc=3:complement(14096474..14097244); ID=FBpp0276131; name=Dpse\GA15051-PA; parent=FBgn0075076,FBtr0277693; dbxref=FlyBase:FBpp0276131,FlyBase_Annotation_IDs:GA15051-PA,GB_protein:EAL26143,REFSEQ:XP_001361564,FlyMine:FBpp0276131,modMine:FBpp0276131; MD5=7f50d2c93d142d74c52a1d0efb973234; length=256; release=r3.2; species=Dpse; 
FBpp0287956          -          CLIPD                -            1.5e-56  191.7   0.0     2e-56  191.3   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=XL_group1e:complement(10819867..10820491,10820563..10820782,10820879..10820894,10820955..10821196,10821266..10821320); ID=FBpp0287956; name=Dpse\GA15212-PA; parent=FBgn0075236,FBtr0289518; dbxref=FlyBase:FBpp0287956,FlyBase_Annotation_IDs:GA15212-PA,GB_protein:EAL32187,REFSEQ:XP_001355130,FlyMine:FBpp0287956,modMine:FBpp0287956; MD5=e4f90330b3e3af67333a8414d0d00487; length=385; release=r3.2; species=Dpse; 
FBpp0297383          -          CLIPD                -              3e-56  190.7   2.2   3.9e-56  190.3   2.2   1.1   1   0   0   1   1   1   1 type=protein; loc=2:complement(10834193..10834890,10834948..10835095,10835162..10835343,10835439..10835523); ID=FBpp0297383; name=Dpse\GA17488-PB; parent=FBgn0077499,FBtr0306273; dbxref=REFSEQ:XP_001358469,GB_protein:EAL27608,FlyBase:FBpp0297383,FlyBase_Annotation_IDs:GA17488-PB; MD5=8d3c815eec864f9519647d09b294d586; length=370; release=r3.2; species=Dpse; 
FBpp0278406          -          CLIPD                -            4.1e-56  190.3   3.7   4.8e-56  190.0   3.7   1.0   1   0   0   1   1   1   1 type=protein; loc=3:14097568..14098338; ID=FBpp0278406; name=Dpse\GA24979-PA; parent=FBgn0246362,FBtr0279968; dbxref=FlyBase:FBpp0278406,FlyBase_Annotation_IDs:GA24979-PA,GB_protein:EDY69320,REFSEQ:XP_002138762,FlyMine:FBpp0278406,modMine:FBpp0278406; MD5=83265c5d8790edc24d080ea5ae0edaa6; length=256; release=r3.2; species=Dpse; 
FBpp0275756          -          CLIPD                -            6.3e-56  189.6   0.3   7.3e-56  189.4   0.3   1.0   1   0   0   1   1   1   1 type=protein; loc=3:complement(19171779..19172552); ID=FBpp0275756; name=Dpse\GA24076-PA; parent=FBgn0245475,FBtr0277318; dbxref=FlyBase:FBpp0275756,FlyBase_Annotation_IDs:GA24076-PA,GB_protein:EDY69576,REFSEQ:XP_002139018,FlyMine:FBpp0275756,modMine:FBpp0275756; MD5=481ab301abcd66ee1772797b751259bf; length=257; release=r3.2; species=Dpse; 
FBpp0282100          -          CLIPD                -            2.1e-55  187.9   0.0   2.5e-55  187.7   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=2:complement(13160583..13161171,13161234..13161504,13161557..13161656); ID=FBpp0282100; name=Dpse\GA11229-PA; parent=FBgn0071283,FBtr0283662; dbxref=FlyBase:FBpp0282100,FlyBase_Annotation_IDs:GA11229-PA,GB_protein:EAL27806,REFSEQ:XP_001358666,FlyMine:FBpp0282100,modMine:FBpp0282100; MD5=5356393a9d14d57ce74bf19665b1623f; length=319; release=r3.2; species=Dpse; 
FBpp0283242          -          CLIPD                -              3e-55  187.4   0.0   9.8e-55  185.7   0.0   1.7   1   1   0   1   1   1   1 type=protein; loc=2:join(3012476..3013224,3013283..3013682); ID=FBpp0283242; name=Dpse\GA26978-PA; parent=FBgn0248349,FBtr0284804; dbxref=FlyBase:FBpp0283242,FlyBase_Annotation_IDs:GA26978-PA,GB_protein:EDY67576,REFSEQ:XP_002137018,FlyMine:FBpp0283242,modMine:FBpp0283242; MD5=cb31dc4b7690614f25af965bba30fbc7; length=382; release=r3.2; species=Dpse; 
FBpp0276132          -          CLIPD                -            3.2e-55  187.3   3.8   4.3e-55  186.9   3.8   1.0   1   0   0   1   1   1   1 type=protein; loc=3:complement(14095499..14096269); ID=FBpp0276132; name=Dpse\GA14937-PA; parent=FBgn0074963,FBtr0277694; dbxref=FlyBase:FBpp0276132,FlyBase_Annotation_IDs:GA14937-PA,GB_protein:EAL26142,REFSEQ:XP_001361563,FlyMine:FBpp0276132,modMine:FBpp0276132; MD5=7b541624f9887cbb86d47710c87e8336; length=256; release=r3.2; species=Dpse; 
FBpp0282637          -          CLIPD                -            3.6e-55  187.1   0.2   3.2e-29  102.0   0.8   2.0   2   0   0   2   2   2   2 type=protein; loc=2:complement(5315273..5315528,5315593..5316273,5316336..5316525,5316590..5316695); ID=FBpp0282637; name=Dpse\GA13329-PA; parent=FBgn0073366,FBtr0284199; dbxref=FlyBase:FBpp0282637,FlyBase_Annotation_IDs:GA13329-PA,GB_protein:EAL27146,REFSEQ:XP_001358009,FlyMine:FBpp0282637,modMine:FBpp0282637; MD5=8dd2a503f89b96fbb11466ba27f5d22d; length=410; release=r3.2; species=Dpse; 
FBpp0283903          -          CLIPD                -            5.1e-55  186.7   0.0   5.1e-55  186.7   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=2:join(13357025..13357222,13357295..13357463,13357532..13358303,13358362..13358770); ID=FBpp0283903; name=Dpse\GA27212-PA; parent=FBgn0248581,FBtr0285465; dbxref=FlyBase:FBpp0283903,FlyBase_Annotation_IDs:GA27212-PA,GB_protein:EDY67995,REFSEQ:XP_002137437,FlyMine:FBpp0283903,modMine:FBpp0283903; MD5=d70f76cfc0f576f70afd3fff41d6a92b; length=515; release=r3.2; species=Dpse; 
FBpp0282887          -          CLIPD                -            6.8e-55  186.3   0.4   8.9e-55  185.9   0.4   1.0   1   0   0   1   1   1   1 type=protein; loc=2:complement(1556421..1556810,1556865..1557254); ID=FBpp0282887; name=Dpse\GA20613-PA; parent=FBgn0080607,FBtr0284449; dbxref=FlyBase:FBpp0282887,FlyBase_Annotation_IDs:GA20613-PA,GB_protein:EAL26832,REFSEQ:XP_001357698,FlyMine:FBpp0282887,modMine:FBpp0282887; MD5=da783449239f6765993705c091917263; length=259; release=r3.2; species=Dpse; 
FBpp0275363          -          CLIPD                -            7.1e-55  186.2   0.3   8.9e-55  185.9   0.3   1.0   1   0   0   1   1   1   1 type=protein; loc=XR_group6:join(9637961..9638417,9638476..9638574,9638642..9638955); ID=FBpp0275363; name=Dpse\GA10335-PA; parent=FBgn0070393,FBtr0276925; dbxref=FlyBase:FBpp0275363,FlyBase_Annotation_IDs:GA10335-PA,GB_protein:EAL29574,REFSEQ:XP_001353839,FlyMine:FBpp0275363,modMine:FBpp0275363; MD5=efc56776f40bef2ca360f9fb81b2206f; length=289; release=r3.2; species=Dpse; 
FBpp0278407          -          CLIPD                -            7.5e-55  186.1   3.5     9e-55  185.9   3.5   1.0   1   0   0   1   1   1   1 type=protein; loc=3:14099924..14100694; ID=FBpp0278407; name=Dpse\GA24980-PA; parent=FBgn0246363,FBtr0279969; dbxref=FlyBase:FBpp0278407,FlyBase_Annotation_IDs:GA24980-PA,GB_protein:EDY69321,REFSEQ:XP_002138763,FlyMine:FBpp0278407,modMine:FBpp0278407; MD5=341fdc0e4093aee033aee0cff26517d1; length=256; release=r3.2; species=Dpse; 
FBpp0282099          -          CLIPD                -            7.9e-55  186.0   0.0   9.8e-55  185.7   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=2:complement(13162143..13162731,13162791..13163061,13163118..13163211); ID=FBpp0282099; name=Dpse\GA11228-PA; parent=FBgn0071282,FBtr0283661; dbxref=FlyBase:FBpp0282099,FlyBase_Annotation_IDs:GA11228-PA,GB_protein:EAL27807,REFSEQ:XP_001358665,FlyMine:FBpp0282099,modMine:FBpp0282099; MD5=07285bb122f95b16abf790ba7dd84a8f; length=317; release=r3.2; species=Dpse; 
FBpp0278408          -          CLIPD                -            1.1e-54  185.6   1.4   1.4e-54  185.2   1.4   1.0   1   0   0   1   1   1   1 type=protein; loc=3:14101390..14102148; ID=FBpp0278408; name=Dpse\GA20562-PA; parent=FBgn0080556,FBtr0279970; dbxref=FlyBase:FBpp0278408,FlyBase_Annotation_IDs:GA20562-PA,GB_protein:EAL26140,REFSEQ:XP_001361561,FlyMine:FBpp0278408,modMine:FBpp0278408; MD5=d8d3cb9d96053cb210bdca0a4b5d100d; length=252; release=r3.2; species=Dpse; 
FBpp0276133          -          CLIPD                -            1.5e-54  185.1   0.5   1.8e-54  184.8   0.5   1.0   1   0   0   1   1   1   1 type=protein; loc=3:complement(14093058..14093843); ID=FBpp0276133; name=Dpse\GA11597-PA; parent=FBgn0071648,FBtr0277695; dbxref=FlyBase:FBpp0276133,FlyBase_Annotation_IDs:GA11597-PA,GB_protein:EAL26144,REFSEQ:XP_001361566,FlyMine:FBpp0276133,modMine:FBpp0276133; MD5=2a924b3846038c67a0e8cd4664a56dd6; length=261; release=r3.2; species=Dpse; 
FBpp0276392          -          CLIPD                -            6.9e-54  183.0   0.1   9.3e-54  182.5   0.1   1.1   1   0   0   1   1   1   1 type=protein; loc=3:complement(10310184..10311047); ID=FBpp0276392; name=Dpse\GA10829-PA; parent=FBgn0070885,FBtr0277954; dbxref=FlyBase:FBpp0276392,FlyBase_Annotation_IDs:GA10829-PA,GB_protein:EAL25738,REFSEQ:XP_001361161,FlyMine:FBpp0276392,modMine:FBpp0276392; MD5=d4b1c74d501f6db01b520c400846ccbe; length=287; release=r3.2; species=Dpse; 
FBpp0275361          -          CLIPD                -            1.8e-53  181.6   0.0   2.3e-53  181.2   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=XR_group6:join(9608565..9608806,9608867..9609437); ID=FBpp0275361; name=Dpse\GA10333-PA; parent=FBgn0070391,FBtr0276923; dbxref=FlyBase:FBpp0275361,FlyBase_Annotation_IDs:GA10333-PA,GB_protein:EAL29573,REFSEQ:XP_001353838,FlyMine:FBpp0275361,modMine:FBpp0275361; MD5=a49c9ef68da285e47ad1ca90f28a4aef; length=270; release=r3.2; species=Dpse; 
FBpp0274708          -          CLIPD                -            2.2e-53  181.3   1.9   2.8e-53  180.9   1.9   1.1   1   0   0   1   1   1   1 type=protein; loc=XR_group6:complement(1538376..1539344); ID=FBpp0274708; name=Dpse\GA16851-PA; parent=FBgn0076865,FBtr0276270; dbxref=FlyBase:FBpp0274708,FlyBase_Annotation_IDs:GA16851-PA,GB_protein:EAL30755,REFSEQ:XP_001353252,FlyMine:FBpp0274708,modMine:FBpp0274708; MD5=f5843d05a7fbebf14a8a2f879237c312; length=322; release=r3.2; species=Dpse; 
FBpp0276910          -          CLIPD                -              6e-53  179.9   1.2   7.8e-53  179.5   1.2   1.0   1   0   0   1   1   1   1 type=protein; loc=3:complement(3767118..3767521,3767585..3767760,3767818..3768074); ID=FBpp0276910; name=Dpse\GA24468-PA; parent=FBgn0245865,FBtr0278472; dbxref=FlyBase:FBpp0276910,FlyBase_Annotation_IDs:GA24468-PA,GB_protein:EDY68864,REFSEQ:XP_002138306,FlyMine:FBpp0276910,modMine:FBpp0276910; MD5=9ab944a02df26e8b694e030c92d715cd; length=278; release=r3.2; species=Dpse; 
FBpp0276020          -          CLIPD                -            3.1e-52  177.5   1.3   3.7e-52  177.3   1.3   1.0   1   0   0   1   1   1   1 type=protein; loc=3:complement(15710971..15711374,15711433..15711611,15711696..15711741,15711799..15712018); ID=FBpp0276020; name=Dpse\GA24176-PA; parent=FBgn0245575,FBtr0277582; dbxref=FlyBase:FBpp0276020,FlyBase_Annotation_IDs:GA24176-PA,GB_protein:EDY69390,REFSEQ:XP_002138832,FlyMine:FBpp0276020,modMine:FBpp0276020; MD5=5d71ec95be0e39becf8eb2f4ef2563da; length=282; release=r3.2; species=Dpse; 
FBpp0306118          -          CLIPD                -            3.3e-52  177.5   0.0   4.1e-52  177.1   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=3:complement(15712598..15713058,15713118..15713269,15713330..15713372,15713443..15713701); ID=FBpp0306118; name=Dpse\GA24175-PB; parent=FBgn0245574,FBtr0333999; dbxref=FlyBase:FBpp0306118,FlyBase_Annotation_IDs:GA24175-PB,REFSEQ:XP_002138833,GB_protein:EDY69391; MD5=bcfcecb5fbc60d20d73fa69ec100898e; length=304; release=r3.2; species=Dpse; 
FBpp0284631          -          CLIPD                -            4.4e-52  177.0   0.0   4.4e-52  177.0   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=2:join(24872458..24872827,24872881..24872996,24873068..24873177,24873235..24873399,24873457..24873889); ID=FBpp0284631; name=Dpse\GA13141-PA; parent=FBgn0073178,FBtr0286193; dbxref=FlyBase:FBpp0284631,FlyBase_Annotation_IDs:GA13141-PA,GB_protein:EAL28777,REFSEQ:XP_001359627,FlyMine:FBpp0284631,modMine:FBpp0284631; MD5=505ab4b62b8e7d270aaa0a44887d04f3; length=397; release=r3.2; species=Dpse; 
FBpp0287275          -          CLIPD                -            4.9e-52  176.9   3.4   6.4e-52  176.5   3.4   1.0   1   0   0   1   1   1   1 type=protein; loc=4_group4:complement(6410132..6410245,6410299..6410600,6411638..6411822,6411904..6412012,6412084..6412449,6414286..6414358); ID=FBpp0287275; name=Dpse\GA14561-PA; parent=FBgn0074589,FBtr0288837; dbxref=FlyBase:FBpp0287275,FlyBase_Annotation_IDs:GA14561-PA,GB_protein:EAL33350,REFSEQ:XP_001356287,FlyMine:FBpp0287275,modMine:FBpp0287275; MD5=4842e9e7d7026dab8f69014c72c70816; length=382; release=r3.2; species=Dpse; 
FBpp0306501          -          CLIPD                -            5.1e-52  176.8   4.1   2.6e-25   89.2   0.3   2.0   2   0   0   2   2   2   2 type=protein; loc=3:complement(19609952..19610642,19610706..19610748,19610816..19611035,19611085..19611245,19611617..19611626); ID=FBpp0306501; name=Dpse\GA24065-PB; parent=FBgn0245464,FBtr0334397; dbxref=FlyBase:FBpp0306501,FlyBase_Annotation_IDs:GA24065-PB,REFSEQ:XP_004444594,GB_protein:ENO02007; MD5=41331b200a68bdff705eed8547536ef4; length=374; release=r3.2; species=Dpse; 
FBpp0281896          -          CLIPD                -            5.6e-52  176.7   0.7   7.3e-52  176.3   0.7   1.1   1   0   0   1   1   1   1 type=protein; loc=XL_group1e:complement(5554777..5555178,5555242..5555521,5555590..5555779,5556448..5556520); ID=FBpp0281896; name=Dpse\GA26485-PA; parent=FBgn0247859,FBtr0283458; dbxref=FlyBase:FBpp0281896,FlyBase_Annotation_IDs:GA26485-PA,GB_protein:EDY72780,REFSEQ:XP_002134153,FlyMine:FBpp0281896,modMine:FBpp0281896; MD5=2ba07383fd816fe9713c9f6b3a4796fd; length=314; release=r3.2; species=Dpse; 
FBpp0274648          -          CLIPD                -              6e-52  176.6   0.7   7.4e-52  176.3   0.7   1.0   1   0   0   1   1   1   1 type=protein; loc=XR_group6:complement(2201955..2202516,2202581..2202810); ID=FBpp0274648; name=Dpse\GA23594-PA; parent=FBgn0244994,FBtr0276210; dbxref=FlyBase:FBpp0274648,FlyBase_Annotation_IDs:GA23594-PA,GB_protein:EDY73446,REFSEQ:XP_002134819,FlyMine:FBpp0274648,modMine:FBpp0274648; MD5=573d7957eb812aece1ea8894cc78e275; length=263; release=r3.2; species=Dpse; 
FBpp0274959          -          CLIPD                -            6.8e-52  176.4   0.1   8.1e-52  176.2   0.1   1.0   1   0   0   1   1   1   1 type=protein; loc=XR_group6:2205503..2206315; ID=FBpp0274959; name=Dpse\GA20426-PA; parent=FBgn0080421,FBtr0276521; dbxref=FlyBase:FBpp0274959,FlyBase_Annotation_IDs:GA20426-PA,GB_protein:EAL30832,REFSEQ:XP_001353329,FlyMine:FBpp0274959,modMine:FBpp0274959; MD5=bc8ed99e6d97474122e663a59b7b8aa4; length=270; release=r3.2; species=Dpse; 
FBpp0277504          -          CLIPD                -            9.1e-52  176.0   0.3   1.2e-51  175.6   0.3   1.0   1   0   0   1   1   1   1 type=protein; loc=3:join(3505258..3505465,3505528..3505573,3505628..3505803,3505866..3506284); ID=FBpp0277504; name=Dpse\GA24684-PA; parent=FBgn0246070,FBtr0279066; dbxref=FlyBase:FBpp0277504,FlyBase_Annotation_IDs:GA24684-PA,GB_protein:EDY68853,REFSEQ:XP_002138295,FlyMine:FBpp0277504,modMine:FBpp0277504; MD5=0b954dc770bf9e7c058bd2f52f9ce4a1; length=282; release=r3.2; species=Dpse; 
FBpp0276175          -          CLIPD                -            3.4e-51  174.1   0.6   4.5e-51  173.7   0.6   1.0   1   0   0   1   1   1   1 type=protein; loc=3:complement(13555734..13556513); ID=FBpp0276175; name=Dpse\GA18449-PA; parent=FBgn0078451,FBtr0277737; dbxref=FlyBase:FBpp0276175,FlyBase_Annotation_IDs:GA18449-PA,GB_protein:EAL26074,REFSEQ:XP_001361496,FlyMine:FBpp0276175,modMine:FBpp0276175; MD5=54f07741d88b954eead7408869c42aed; length=259; release=r3.2; species=Dpse; 
FBpp0283330          -          CLIPD                -            9.1e-51  172.7   1.6   1.2e-50  172.3   1.6   1.0   1   0   0   1   1   1   1 type=protein; loc=2:join(4197990..4198121,4198178..4198540,4198618..4198920); ID=FBpp0283330; name=Dpse\GA14124-PA; parent=FBgn0074153,FBtr0284892; dbxref=FlyBase:FBpp0283330,FlyBase_Annotation_IDs:GA14124-PA,GB_protein:EAL27068,REFSEQ:XP_001357932,FlyMine:FBpp0283330,modMine:FBpp0283330; MD5=a8c1f52e8595b60b429e9a76a0d51e44; length=265; release=r3.2; species=Dpse; 
FBpp0274222          -          CLIPD                -            1.3e-50  172.2   0.0     2e-50  171.6   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=XR_group6:complement(9640688..9641340,9641400..9641575,9641635..9642217,9642763..9642853); ID=FBpp0274222; name=Dpse\GA19707-PA; parent=FBgn0079703,FBtr0275784; dbxref=FlyBase:FBpp0274222,FlyBase_Annotation_IDs:GA19707-PA,GB_protein:EAL29582,REFSEQ:XP_001353847,FlyMine:FBpp0274222,modMine:FBpp0274222; MD5=490778bd6d73b522f9468e5003314a60; length=500; release=r3.2; species=Dpse; 
FBpp0277505          -          CLIPD                -            1.5e-50  172.0   0.2   1.9e-50  171.7   0.2   1.0   1   0   0   1   1   1   1 type=protein; loc=3:join(3506759..3506972,3507035..3507080,3507135..3507310,3507373..3507791); ID=FBpp0277505; name=Dpse\GA24685-PA; parent=FBgn0246071,FBtr0279067; dbxref=FlyBase:FBpp0277505,FlyBase_Annotation_IDs:GA24685-PA,GB_protein:EDY68854,REFSEQ:XP_002138296,FlyMine:FBpp0277505,modMine:FBpp0277505; MD5=533a3225acac8e694923304cc6c849b5; length=284; release=r3.2; species=Dpse; 
FBpp0281918          -          CLIPD                -            1.8e-50  171.8   0.0   2.4e-50  171.3   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=XL_group1e:complement(5550811..5551600,5551673..5551898,5551962..5552031); ID=FBpp0281918; name=Dpse\GA19320-PA; parent=FBgn0079317,FBtr0283480; dbxref=FlyBase:FBpp0281918,FlyBase_Annotation_IDs:GA19320-PA,GB_protein:EAL31907,REFSEQ:XP_001354852,FlyMine:FBpp0281918,modMine:FBpp0281918; MD5=ddd3a049b24d212294825d72da3ecdb5; length=361; release=r3.2; species=Dpse; 
FBpp0292657          -          CLIPD                -            1.8e-50  171.7   0.0   2.5e-50  171.2   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=2:complement(11254146..11254234,11254307..11254439,11254505..11254922,11255579..11255688,11256012..11256542); ID=FBpp0292657; name=Dpse\GA11133-PC; parent=FBgn0071188,FBtr0303640; dbxref=REFSEQ:XP_001358500,GB_protein:EAL27639,FlyBase:FBpp0292657,FlyBase_Annotation_IDs:GA11133-PC,FlyMine:FBpp0292657,modMine:FBpp0292657; MD5=31f8859581b311a593c3ca709c9172c0; length=426; release=r3.2; species=Dpse; 
FBpp0274709          -          CLIPD                -            2.6e-50  171.2   0.0   3.2e-50  170.9   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=XR_group6:complement(1536572..1537339); ID=FBpp0274709; name=Dpse\GA14267-PA; parent=FBgn0074296,FBtr0276271; dbxref=FlyBase:FBpp0274709,FlyBase_Annotation_IDs:GA14267-PA,GB_protein:EAL30754,REFSEQ:XP_001353251,FlyMine:FBpp0274709,modMine:FBpp0274709; MD5=4d247c1404522e04473dfd7e70e1e737; length=255; release=r3.2; species=Dpse; 
FBpp0276136          -          CLIPD                -            2.6e-49  168.0   0.1   3.2e-49  167.6   0.1   1.0   1   0   0   1   1   1   1 type=protein; loc=3:complement(14087989..14088810); ID=FBpp0276136; name=Dpse\GA24219-PA; parent=FBgn0245618,FBtr0277698; dbxref=FlyBase:FBpp0276136,FlyBase_Annotation_IDs:GA24219-PA,GB_protein:EDY69319,REFSEQ:XP_002138761,FlyMine:FBpp0276136,modMine:FBpp0276136; MD5=9548f876f8a83897f34033caebbd6886; length=273; release=r3.2; species=Dpse; 
FBpp0281907          -          CLIPD                -            4.3e-49  167.2   0.6   5.6e-49  166.8   0.6   1.1   1   0   0   1   1   1   1 type=protein; loc=XL_group1e:complement(5553330..5553725,5553790..5554078,5554143..5554465); ID=FBpp0281907; name=Dpse\GA26492-PA; parent=FBgn0247866,FBtr0283469; dbxref=FlyBase:FBpp0281907,FlyBase_Annotation_IDs:GA26492-PA,GB_protein:EDY72779,REFSEQ:XP_002134152,FlyMine:FBpp0281907,modMine:FBpp0281907; MD5=e2bdc116b47d0d4bf114f1436a3ad5f9; length=335; release=r3.2; species=Dpse; 
FBpp0284381          -          CLIPD                -            8.2e-49  166.3   0.5     1e-48  166.0   0.5   1.1   1   0   0   1   1   1   1 type=protein; loc=2:20662437..20663447; ID=FBpp0284381; name=Dpse\GA20132-PA; parent=FBgn0080128,FBtr0285943; dbxref=FlyBase:FBpp0284381,FlyBase_Annotation_IDs:GA20132-PA,GB_protein:EAL28457,REFSEQ:XP_001359312,FlyMine:FBpp0284381,modMine:FBpp0284381; MD5=d10ce15d87ebb301a58facdf9c56a25a; length=336; release=r3.2; species=Dpse; 
FBpp0273424          -          CLIPD                -            1.3e-48  165.6   1.0   2.5e-27   95.8   0.0   2.0   1   1   1   2   2   2   2 type=protein; loc=XL_group1a:join(4659979..4660452,4660614..4660886); ID=FBpp0273424; name=Dpse\GA17154-PA; parent=FBgn0077168,FBtr0274986; dbxref=FlyBase:FBpp0273424,FlyBase_Annotation_IDs:GA17154-PA,GB_protein:EAL32495,REFSEQ:XP_001355437,FlyMine:FBpp0273424,modMine:FBpp0273424; MD5=cbf5ef6c1170989ca32090c8a7d7161f; length=248; release=r3.2; species=Dpse; 
