#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
FBpp0264975          -          BGBP                 -           3.8e-134  447.5   0.0  4.6e-134  447.2   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=3L:complement(15388350..15388547,15388606..15388983,15389053..15389837,15390021..15390138); ID=FBpp0264975; name=Dyak\GNBP1-PA; parent=FBgn0067448,FBtr0266483; dbxref=FlyBase:FBpp0264975,FlyBase_Annotation_IDs:GE19965-PA,GB_protein:EDW94595,REFSEQ:XP_002094883,FlyMine:FBpp0264975; MD5=812d81afcc516ec569171a72046cb240; length=492; release=r1.3; species=Dyak; 
FBpp0257552          -          CLIPC                -            1.5e-42  145.8   0.5   1.9e-42  145.5   0.5   1.0   1   0   0   1   1   1   1 type=protein; loc=2R:complement(7636563..7637342); ID=FBpp0257552; name=Dyak\GE12542-PA; parent=FBgn0230276,FBtr0259060; dbxref=FlyBase:FBpp0257552,FlyBase_Annotation_IDs:GE12542-PA,GB_protein:EDW90617,REFSEQ:XP_002090905,FlyMine:FBpp0257552; MD5=011747e0ee702e5a40dfe221a0b7c4ee; length=259; release=r1.3; species=Dyak; 
FBpp0268223          -          CLIPC                -            1.6e-42  145.7   0.0   1.9e-42  145.5   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=v2_chr3L_random_179:join(29..232,386..658); ID=FBpp0268223; name=Dyak\GE23213-PA; parent=FBgn0240412,FBtr0269731; dbxref=FlyBase:FBpp0268223,FlyBase_Annotation_IDs:GE23213-PA,GB_protein:EDW99989,REFSEQ:XP_002086588,FlyMine:FBpp0268223; MD5=2a5cf82cc9bd47c8e4024f506ec9f2ed; length=158; release=r1.3; species=Dyak; 
FBpp0265527          -          CLIPC                -            2.3e-42  145.2   0.3     3e-42  144.8   0.3   1.0   1   0   0   1   1   1   1 type=protein; loc=3L:complement(6608281..6608839,6608899..6609158); ID=FBpp0265527; name=Dyak\GE20517-PA; parent=FBgn0237830,FBtr0267035; dbxref=FlyBase:FBpp0265527,FlyBase_Annotation_IDs:GE20517-PA,GB_protein:EDW93576,REFSEQ:XP_002093864,FlyMine:FBpp0265527; MD5=4a6194c19d7f7e2aedd79401b09c6dbe; length=272; release=r1.3; species=Dyak; 
FBpp0257363          -          CLIPC                -            2.7e-42  145.0   1.6   3.1e-42  144.8   1.6   1.0   1   0   0   1   1   1   1 type=protein; loc=2R:complement(9721996..9722757); ID=FBpp0257363; name=Dyak\GE12353-PA; parent=FBgn0230101,FBtr0258871; dbxref=FlyBase:FBpp0257363,FlyBase_Annotation_IDs:GE12353-PA,GB_protein:EDW90939,REFSEQ:XP_002091227,FlyMine:FBpp0257363; MD5=b39d22ef9cc54213a6b265ba0861e9ca; length=253; release=r1.3; species=Dyak; 
FBpp0258145          -          CLIPC                -            5.2e-42  144.0   0.0   9.2e-42  143.2   0.0   1.3   1   0   0   1   1   1   1 type=protein; loc=2R:join(3646069..3646239,3646321..3647607); ID=FBpp0258145; name=Dyak\GE13135-PA; parent=FBgn0230833,FBtr0259653; dbxref=FlyBase:FBpp0258145,FlyBase_Annotation_IDs:GE13135-PA,GB_protein:EDW90177,REFSEQ:XP_002090465,FlyMine:FBpp0258145; MD5=5d27fa9662e83d95986cd810b2d38321; length=485; release=r1.3; species=Dyak; 
FBpp0267151          -          CLIPC                -            5.4e-42  144.0   0.1     7e-42  143.6   0.1   1.0   1   0   0   1   1   1   1 type=protein; loc=3L:join(16532022..16532248,16532320..16532875); ID=FBpp0267151; name=Dyak\GE22141-PA; parent=FBgn0239370,FBtr0268659; dbxref=FlyBase:FBpp0267151,FlyBase_Annotation_IDs:GE22141-PA,GB_protein:EDW94707,REFSEQ:XP_002094995,FlyMine:FBpp0267151; MD5=eee9af54bba319ea50583ee2d9964c48; length=260; release=r1.3; species=Dyak; 
FBpp0265716          -          CLIPC                -            6.5e-42  143.7   0.4   8.6e-42  143.3   0.4   1.0   1   0   0   1   1   1   1 type=protein; loc=3L:complement(3747648..3748394); ID=FBpp0265716; name=Dyak\GE20706-PA; parent=FBgn0238010,FBtr0267224; dbxref=FlyBase:FBpp0265716,FlyBase_Annotation_IDs:GE20706-PA,GB_protein:EDW93233,REFSEQ:XP_002093521,FlyMine:FBpp0265716; MD5=581c9e872a37908507b2b8bec322326d; length=248; release=r1.3; species=Dyak; 
FBpp0260166          -          CLIPC                -            1.1e-41  142.9   0.0   1.4e-41  142.6   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=2L:complement(2232437..2233171); ID=FBpp0260166; name=Dyak\GE15156-PA; parent=FBgn0068391,FBtr0261674; dbxref=FlyBase:FBpp0260166,FlyBase_Annotation_IDs:GE15156-PA,GB_protein:EDW87359,REFSEQ:XP_002087647,FlyMine:FBpp0260166; MD5=ba5ca9a312223b821494e07a7447c403; length=244; release=r1.3; species=Dyak; 
FBpp0269332          -          CLIPC                -            1.3e-41  142.7   0.0   1.7e-41  142.3   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=3R:complement(14974328..14974731,14974800..14974975,14975036..14975081,14975138..14975351); ID=FBpp0269332; name=Dyak\GE24322-PA; parent=FBgn0241445,FBtr0270840; dbxref=FlyBase:FBpp0269332,FlyBase_Annotation_IDs:GE24322-PA,GB_protein:EDW97426,REFSEQ:XP_002097714,FlyMine:FBpp0269332; MD5=c83c7e13f801b388341f781721434cfc; length=279; release=r1.3; species=Dyak; 
FBpp0268941          -          CLIPC                -            1.5e-41  142.5   0.0   1.9e-41  142.2   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=3R:complement(20447520..20447919,20447984..20448258); ID=FBpp0268941; name=Dyak\GE23931-PA; parent=FBgn0241075,FBtr0270449; dbxref=FlyBase:FBpp0268941,FlyBase_Annotation_IDs:GE23931-PA,GB_protein:EDW98177,REFSEQ:XP_002098465,FlyMine:FBpp0268941; MD5=091a8ef7ef873f387e680e11a55efbbe; length=224; release=r1.3; species=Dyak; 
FBpp0261032          -          CLIPC                -            1.9e-41  142.2   0.0   2.5e-41  141.8   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=X:complement(9864369..9865097,9865172..9865273); ID=FBpp0261032; name=Dyak\GE16022-PA; parent=FBgn0233574,FBtr0262540; dbxref=FlyBase:FBpp0261032,FlyBase_Annotation_IDs:GE16022-PA,GB_protein:EDX01826,REFSEQ:XP_002100718,FlyMine:FBpp0261032; MD5=523ab9c3fdf14e2815719abf3a4ab7f3; length=276; release=r1.3; species=Dyak; 
FBpp0260176          -          CLIPC                -            2.1e-41  142.0   0.0   2.7e-41  141.7   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=2L:complement(2225934..2226668); ID=FBpp0260176; name=Dyak\GE15166-PA; parent=FBgn0232754,FBtr0261684; dbxref=FlyBase:FBpp0260176,FlyBase_Annotation_IDs:GE15166-PA,GB_protein:EDW87356,REFSEQ:XP_002087644,FlyMine:FBpp0260176; MD5=ef9a0a40c04ea9143c7f6ca10dcdc6ea; length=244; release=r1.3; species=Dyak; 
FBpp0269407          -          CLIPC                -              3e-41  141.5   0.0   3.7e-41  141.2   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=3R:complement(14132968..14133119,14133192..14133232,14133553..14134166); ID=FBpp0269407; name=Dyak\GE24397-PA; parent=FBgn0241517,FBtr0270915; dbxref=FlyBase:FBpp0269407,FlyBase_Annotation_IDs:GE24397-PA,GB_protein:EDW97314,REFSEQ:XP_002097602,FlyMine:FBpp0269407; MD5=9f2cec8e5230a27536440f8f6f93e132; length=268; release=r1.3; species=Dyak; 
FBpp0262577          -          CLIPC                -            3.2e-41  141.5   0.0   4.2e-41  141.1   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=X:join(14699905..14699971,14700038..14700263,14700452..14701253); ID=FBpp0262577; name=Dyak\GE17567-PA; parent=FBgn0235024,FBtr0264085; dbxref=FlyBase:FBpp0262577,FlyBase_Annotation_IDs:GE17567-PA,GB_protein:EDX02440,REFSEQ:XP_002101332,FlyMine:FBpp0262577; MD5=e05bfb4ae94a7c1b0048302912e8190c; length=364; release=r1.3; species=Dyak; 
FBpp0255409          -          CLIPC                -            4.9e-41  140.8   0.8   9.4e-30  103.8   0.2   2.8   1   1   1   2   2   2   2 type=protein; loc=3R:join(20611062..20611141,20611229..20611388,20611417..20611785); ID=FBpp0255409; name=Dyak\GE10399-PA; parent=FBgn0228264,FBtr0256917; dbxref=FlyBase:FBpp0255409,FlyBase_Annotation_IDs:GE10399-PA,GB_protein:EDW98202,REFSEQ:XP_002098490,FlyMine:FBpp0255409; MD5=ed0143ac2bf2b1c77c9873360e8e2e22; length=202; release=r1.3; species=Dyak; 
FBpp0256739          -          CLIPC                -            5.4e-41  140.7   0.0   6.3e-41  140.5   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=2R:complement(17406464..17406876,17406939..17407120,17407210..17407255,17407372..17407600); ID=FBpp0256739; name=Dyak\GE11729-PA; parent=FBgn0229523,FBtr0258247; dbxref=FlyBase:FBpp0256739,FlyBase_Annotation_IDs:GE11729-PA,GB_protein:EDW92044,REFSEQ:XP_002092332,FlyMine:FBpp0256739; MD5=33fc2947848e080b4fdd44ff452b3e29; length=289; release=r1.3; species=Dyak; 
FBpp0264228          -          CLIPC                -            5.6e-41  140.6   0.0   6.9e-41  140.3   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=2L:17241330..17242145; ID=FBpp0264228; name=Dyak\GE19218-PA; parent=FBgn0236575,FBtr0265736; dbxref=FlyBase:FBpp0264228,FlyBase_Annotation_IDs:GE19218-PA,GB_protein:EDW89382,REFSEQ:XP_002089670,FlyMine:FBpp0264228; MD5=27397ce25ded955bee0a06b0037a9c56; length=271; release=r1.3; species=Dyak; 
FBpp0255122          -          CLIPC                -            5.7e-41  140.6   0.3   6.9e-41  140.3   0.3   1.0   1   0   0   1   1   1   1 type=protein; loc=3R:17045427..17046245; ID=FBpp0255122; name=Dyak\GE10112-PA; parent=FBgn0227994,FBtr0256630; dbxref=FlyBase:FBpp0255122,FlyBase_Annotation_IDs:GE10112-PA,GB_protein:EDW97705,REFSEQ:XP_002097993,FlyMine:FBpp0255122; MD5=81117d44806e16cbe43be6a7895527be; length=272; release=r1.3; species=Dyak; 
FBpp0264306          -          CLIPC                -            6.1e-41  140.5   0.0   2.3e-40  138.6   0.0   1.8   1   1   0   1   1   1   1 type=protein; loc=2L:join(18224594..18224885,18224949..18225000,18225060..18225253,18225331..18225764); ID=FBpp0264306; name=Dyak\GE19296-PA; parent=FBgn0236646,FBtr0265814; dbxref=FlyBase:FBpp0264306,FlyBase_Annotation_IDs:GE19296-PA,GB_protein:EDW89540,REFSEQ:XP_002089828,FlyMine:FBpp0264306; MD5=98caa51015ba2092de9ebf6b4718b1e5; length=323; release=r1.3; species=Dyak; 
FBpp0258719          -          CLIPC                -            1.1e-40  139.7   0.3   1.4e-40  139.4   0.3   1.0   1   0   0   1   1   1   1 type=protein; loc=2R:join(11771939..11772158,11772218..11772260,11772318..11772484,11772536..11772936); ID=FBpp0258719; name=Dyak\GE13709-PA; parent=FBgn0231364,FBtr0260227; dbxref=FlyBase:FBpp0258719,FlyBase_Annotation_IDs:GE13709-PA,GB_protein:EDW91239,REFSEQ:XP_002091527,FlyMine:FBpp0258719; MD5=4a335fec54d2db81b14737f6888bcaaa; length=276; release=r1.3; species=Dyak; 
FBpp0260169          -          CLIPC                -            1.2e-40  139.5   0.0   1.6e-40  139.2   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=2L:complement(2231368..2232102); ID=FBpp0260169; name=Dyak\GE15159-PA; parent=FBgn0232747,FBtr0261677; dbxref=FlyBase:FBpp0260169,FlyBase_Annotation_IDs:GE15159-PA,GB_protein:EDW87358,REFSEQ:XP_002087646,FlyMine:FBpp0260169; MD5=c64915ee89810a11ea15b9da84df2397; length=244; release=r1.3; species=Dyak; 
FBpp0265715          -          CLIPC                -            1.3e-40  139.4   0.0   1.7e-40  139.1   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=3L:complement(3748978..3749751); ID=FBpp0265715; name=Dyak\GE20705-PA; parent=FBgn0238009,FBtr0267223; dbxref=FlyBase:FBpp0265715,FlyBase_Annotation_IDs:GE20705-PA,GB_protein:EDW93234,REFSEQ:XP_002093522,FlyMine:FBpp0265715; MD5=bc11ec73b05d3aa89860521d322257b5; length=257; release=r1.3; species=Dyak; 
FBpp0258545          -          CLIPC                -            1.3e-40  139.4   2.1   1.6e-40  139.1   2.1   1.0   1   0   0   1   1   1   1 type=protein; loc=2R:9724002..9724772; ID=FBpp0258545; name=Dyak\alphaTry-PA; parent=FBgn0068550,FBtr0260053; dbxref=FlyBase:FBpp0258545,FlyBase_Annotation_IDs:GE13535-PA,GB_protein:EDW90941,REFSEQ:XP_002091229,FlyMine:FBpp0258545; MD5=42a69dbbed7b34805b44caf53af50688; length=256; release=r1.3; species=Dyak; 
FBpp0269623          -          CLIPC                -            2.6e-40  138.5   0.0   3.2e-40  138.2   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=3R:complement(11429363..11429458,11429584..11430312); ID=FBpp0269623; name=Dyak\GE24613-PA; parent=FBgn0241723,FBtr0271131; dbxref=FlyBase:FBpp0269623,FlyBase_Annotation_IDs:GE24613-PA,GB_protein:EDW96939,REFSEQ:XP_002097227,FlyMine:FBpp0269623; MD5=d656d5b461eafa334338c256a24c3897; length=274; release=r1.3; species=Dyak; 
FBpp0260151          -          CLIPC                -            3.2e-40  138.2   0.0   3.7e-40  138.0   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=2L:complement(2267395..2268159); ID=FBpp0260151; name=Dyak\GE15141-PA; parent=FBgn0232730,FBtr0261659; dbxref=FlyBase:FBpp0260151,FlyBase_Annotation_IDs:GE15141-PA,GB_protein:EDW87366,REFSEQ:XP_002087654,FlyMine:FBpp0260151; MD5=07c4819443d645f96c6486e648abfe02; length=254; release=r1.3; species=Dyak; 
FBpp0266539          -          CLIPC                -            3.3e-40  138.1   1.0   4.3e-40  137.8   1.0   1.0   1   0   0   1   1   1   1 type=protein; loc=3L:join(6624841..6625100,6625163..6625727); ID=FBpp0266539; name=Dyak\GE21529-PA; parent=FBgn0238784,FBtr0268047; dbxref=FlyBase:FBpp0266539,FlyBase_Annotation_IDs:GE21529-PA,GB_protein:EDW93581,REFSEQ:XP_002093869,FlyMine:FBpp0266539; MD5=6e551f099019b9197ffce8ab73cecccc; length=274; release=r1.3; species=Dyak; 
FBpp0271175          -          CLIPC                -              6e-40  137.3   0.0   7.7e-40  136.9   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=3R:join(12372060..12372695,12372756..12372923); ID=FBpp0271175; name=Dyak\GE26165-PA; parent=FBgn0243201,FBtr0272683; dbxref=FlyBase:FBpp0271175,FlyBase_Annotation_IDs:GE26165-PA,GB_protein:EDW97058,REFSEQ:XP_002097346,FlyMine:FBpp0271175; MD5=54996c4b3ce6f2507435ce0007e1941d; length=267; release=r1.3; species=Dyak; 
FBpp0269549          -          CLIPC                -            6.6e-40  137.1   0.0     8e-40  136.8   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=3R:complement(12367938..12368093,12368159..12368760,12368822..12368912); ID=FBpp0269549; name=Dyak\GE24539-PA; parent=FBgn0241651,FBtr0271057; dbxref=FlyBase:FBpp0269549,FlyBase_Annotation_IDs:GE24539-PA,GB_protein:EDW97057,REFSEQ:XP_002097345,FlyMine:FBpp0269549; MD5=61f175b2e969b8536e00b93836fa28f4; length=282; release=r1.3; species=Dyak; 
FBpp0266535          -          CLIPC                -            6.7e-40  137.1   0.1   8.2e-40  136.8   0.1   1.0   1   0   0   1   1   1   1 type=protein; loc=3L:join(6609587..6609846,6609906..6610464); ID=FBpp0266535; name=Dyak\GE21525-PA; parent=FBgn0238782,FBtr0268043; dbxref=FlyBase:FBpp0266535,FlyBase_Annotation_IDs:GE21525-PA,GB_protein:EDW93577,REFSEQ:XP_002093865,FlyMine:FBpp0266535; MD5=e95a94d98e2291b8ddcc53815a23fd7a; length=272; release=r1.3; species=Dyak; 
FBpp0265710          -          CLIPC                -            1.3e-39  136.2   0.0   1.6e-39  135.8   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=3L:complement(3753543..3754325); ID=FBpp0265710; name=Dyak\GE20700-PA; parent=FBgn0238004,FBtr0267218; dbxref=FlyBase:FBpp0265710,FlyBase_Annotation_IDs:GE20700-PA,GB_protein:EDW93238,REFSEQ:XP_002093526,FlyMine:FBpp0265710; MD5=2f795f85d6c0e0334a121051a5d5ad39; length=260; release=r1.3; species=Dyak; 
FBpp0257365          -          CLIPC                -            1.9e-39  135.6   0.2   2.3e-39  135.3   0.2   1.0   1   0   0   1   1   1   1 type=protein; loc=2R:complement(9716525..9717289); ID=FBpp0257365; name=Dyak\GE12355-PA; parent=FBgn0230103,FBtr0258873; dbxref=FlyBase:FBpp0257365,FlyBase_Annotation_IDs:GE12355-PA,GB_protein:EDW90935,REFSEQ:XP_002091223,FlyMine:FBpp0257365; MD5=b2f224c872d660308ba69ccc47c732ad; length=254; release=r1.3; species=Dyak; 
FBpp0267738          -          CLIPC                -            2.1e-39  135.5   0.1   2.6e-39  135.2   0.1   1.0   1   0   0   1   1   1   1 type=protein; loc=v2_chr3L_random_259:complement(20794..21011,21156..21759); ID=FBpp0267738; name=Dyak\GE22728-PA; parent=FBgn0239935,FBtr0269246; dbxref=FlyBase:FBpp0267738,FlyBase_Annotation_IDs:GE22728-PA,GB_protein:EDX00053,REFSEQ:XP_002086651,FlyMine:FBpp0267738; MD5=90876e44eefbad1429aed754dcd818bd; length=273; release=r1.3; species=Dyak; 
FBpp0257213          -          CLIPC                -            2.1e-39  135.5   0.1   2.7e-39  135.1   0.1   1.1   1   0   0   1   1   1   1 type=protein; loc=2R:complement(11695102..11695568,11697052..11697224,11697449..11697597); ID=FBpp0257213; name=Dyak\GE12203-PA; parent=FBgn0229966,FBtr0258721; dbxref=FlyBase:FBpp0257213,FlyBase_Annotation_IDs:GE12203-PA,GB_protein:EDW91225,REFSEQ:XP_002091513,FlyMine:FBpp0257213; MD5=39bb8d3192eae79dd6c4a174d4a004e6; length=262; release=r1.3; species=Dyak; 
FBpp0267380          -          CLIPC                -            2.4e-39  135.3   0.1   2.9e-39  135.0   0.1   1.0   1   0   0   1   1   1   1 type=protein; loc=3L:join(19586394..19586997,19587142..19587359); ID=FBpp0267380; name=Dyak\GE22370-PA; parent=FBgn0239593,FBtr0268888; dbxref=FlyBase:FBpp0267380,FlyBase_Annotation_IDs:GE22370-PA,GB_protein:EDW95104,REFSEQ:XP_002095392,FlyMine:FBpp0267380; MD5=0308c7ab48a024d9044b497cb94919f0; length=273; release=r1.3; species=Dyak; 
FBpp0260009          -          CLIPC                -              3e-39  135.0   0.2   3.8e-39  134.6   0.2   1.0   1   0   0   1   1   1   1 type=protein; loc=2L:complement(2838069..2838914,2838968..2839135); ID=FBpp0260009; name=Dyak\GE14999-PA; parent=FBgn0232589,FBtr0261517; dbxref=FlyBase:FBpp0260009,FlyBase_Annotation_IDs:GE14999-PA,GB_protein:EDW87452,REFSEQ:XP_002087740,FlyMine:FBpp0260009; MD5=e58c0ac31cecf6b1c63128e79fe5cbaa; length=337; release=r1.3; species=Dyak; 
FBpp0269796          -          CLIPC                -            4.1e-39  134.5   0.2   5.4e-39  134.1   0.2   1.0   1   0   0   1   1   1   1 type=protein; loc=3R:complement(9202952..9203254,9203318..9203680,9203747..9203881); ID=FBpp0269796; name=Dyak\GE24786-PA; parent=FBgn0241888,FBtr0271304; dbxref=FlyBase:FBpp0269796,FlyBase_Annotation_IDs:GE24786-PA,GB_protein:EDW96635,REFSEQ:XP_002096923,FlyMine:FBpp0269796; MD5=118f9fcb525b1d38c4d3b12406df1c62; length=266; release=r1.3; species=Dyak; 
FBpp0269798          -          CLIPC                -              6e-39  134.0   0.0   7.7e-39  133.6   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=3R:complement(9201347..9201649,9201712..9202074,9202243..9202374); ID=FBpp0269798; name=Dyak\GE24788-PA; parent=FBgn0241890,FBtr0271306; dbxref=FlyBase:FBpp0269798,FlyBase_Annotation_IDs:GE24788-PA,GB_protein:EDW96634,REFSEQ:XP_002096922,FlyMine:FBpp0269798; MD5=53c86e7c794ba4053f27c865669791d0; length=265; release=r1.3; species=Dyak; 
FBpp0266220          -          CLIPC                -            6.3e-39  133.9   0.1   8.5e-39  133.5   0.1   1.1   1   0   0   1   1   1   1 type=protein; loc=2L:complement(19411776..19413215,19413277..19413489); ID=FBpp0266220; name=Dyak\GE21210-PA; parent=FBgn0238485,FBtr0267728; dbxref=FlyBase:FBpp0266220,FlyBase_Annotation_IDs:GE21210-PA,GB_protein:EDW89702,REFSEQ:XP_002089990,FlyMine:FBpp0266220; MD5=6f9cd00ed2486c0e853cbae58e552081; length=550; release=r1.3; species=Dyak; 
FBpp0271279          -          CLIPC                -            6.6e-39  133.8   0.0   9.7e-39  133.3   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=3R:join(13512334..13512815,13512943..13513375); ID=FBpp0271279; name=Dyak\GE26269-PA; parent=FBgn0243300,FBtr0272787; dbxref=FlyBase:FBpp0271279,FlyBase_Annotation_IDs:GE26269-PA,GB_protein:EDW97233,REFSEQ:XP_002097521,FlyMine:FBpp0271279; MD5=cbba3dcf130ef168490b6f44bac0ef88; length=304; release=r1.3; species=Dyak; 
FBpp0258716          -          CLIPC                -            7.1e-39  133.7   0.0     9e-39  133.4   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=2R:join(11752404..11752632,11752690..11752738,11752810..11752985,11753043..11753404); ID=FBpp0258716; name=Dyak\GE13706-PA; parent=FBgn0231361,FBtr0260224; dbxref=FlyBase:FBpp0258716,FlyBase_Annotation_IDs:GE13706-PA,GB_protein:EDW91235,REFSEQ:XP_002091523,FlyMine:FBpp0258716; MD5=ee5b71a2b09dc1e9a70b37402c8ea5de; length=271; release=r1.3; species=Dyak; 
FBpp0256157          -          CLIPC                -            8.7e-39  133.4   0.1   1.1e-38  133.1   0.1   1.0   1   0   0   1   1   1   1 type=protein; loc=v2_chr3R_random_004:complement(1354..1909,1966..2228); ID=FBpp0256157; name=Dyak\Ser99Dc-PA; parent=FBgn0068034,FBtr0257665; dbxref=FlyBase:FBpp0256157,FlyBase_Annotation_IDs:GE11147-PA,GB_protein:EDX00115,REFSEQ:XP_002086713,FlyMine:FBpp0256157; MD5=0539e7e0acaf7ef0df15678096850fe6; length=272; release=r1.3; species=Dyak; 
FBpp0260661          -          CLIPC                -            9.2e-39  133.4   0.0   1.2e-38  133.0   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=X:complement(15196308..15196836,15196891..15197123); ID=FBpp0260661; name=Dyak\GE15651-PA; parent=FBgn0233221,FBtr0262169; dbxref=FlyBase:FBpp0260661,FlyBase_Annotation_IDs:GE15651-PA,GB_protein:EDX02510,REFSEQ:XP_002101402,FlyMine:FBpp0260661; MD5=e1215fbabfc5b5b6a5c683d7d6134863; length=253; release=r1.3; species=Dyak; 
FBpp0256806          -          CLIPC                -              1e-38  133.2   0.0   2.7e-38  131.8   0.0   1.5   1   1   0   1   1   1   1 type=protein; loc=2R:complement(16609784..16610175,16610254..16610411,16610468..16610513,16610570..16610765); ID=FBpp0256806; name=Dyak\GE11796-PA; parent=FBgn0229588,FBtr0258314; dbxref=FlyBase:FBpp0256806,FlyBase_Annotation_IDs:GE11796-PA,GB_protein:EDW91914,REFSEQ:XP_002092202,FlyMine:FBpp0256806; MD5=cad71a8bf206767bfd346078b39079e7; length=263; release=r1.3; species=Dyak; 
