#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
FBpp0163182          -          BGBP                 -           2.2e-122  408.6   0.0  2.7e-122  408.4   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_6680:join(23826094..23826235,23826290..23827120,23827188..23827504,23827826..23828023); ID=FBpp0163182; name=Dmoj\GI13965-PA; parent=FBgn0136719,FBtr0164690; dbxref=FlyBase:FBpp0163182,FlyBase_Annotation_IDs:GI13965-PA,GB_protein:EDW19790,REFSEQ:XP_002009314,FlyMine:FBpp0163182,modMine:FBpp0163182; MD5=82199653471395d43f20968e3baf4d8d; length=495; release=r1.3; species=Dmoj; 
FBpp0172032          -          CLIPD                -            3.5e-85  285.4   0.2   4.2e-85  285.2   0.2   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_6500:complement(20330172..20330525,20330602..20330993,20331067..20331259); ID=FBpp0172032; name=Dmoj\GI22815-PA; parent=FBgn0145542,FBtr0173540; dbxref=FlyBase:FBpp0172032,FlyBase_Annotation_IDs:GI22815-PA,GB_protein:EDW12829,REFSEQ:XP_002003387,FlyMine:FBpp0172032,modMine:FBpp0172032; MD5=4e82267cfd349383f67ddcaf42f4d1b9; length=312; release=r1.3; species=Dmoj; 
FBpp0168647          -          CLIPD                -            3.1e-83  279.0   0.3   3.6e-83  278.8   0.3   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_6496:complement(5465007..5465173,5465704..5465811,5465877..5466396,5467395..5467681,5467746..5467821); ID=FBpp0168647; name=Dmoj\GI19430-PA; parent=FBgn0142168,FBtr0170155; dbxref=FlyBase:FBpp0168647,FlyBase_Annotation_IDs:GI19430-PA,GB_protein:EDW08681,REFSEQ:XP_002004746,FlyMine:FBpp0168647,modMine:FBpp0168647; MD5=6d2a06305856fd0673b8e05af0dfaea1; length=385; release=r1.3; species=Dmoj; 
FBpp0170078          -          CLIPD                -            6.6e-83  278.0   0.6   8.7e-83  277.6   0.6   1.1   1   0   0   1   1   1   1 type=protein; loc=scaffold_6496:16759440..16760519; ID=FBpp0170078; name=Dmoj\GI20861-PA; parent=FBgn0143595,FBtr0171586; dbxref=FlyBase:FBpp0170078,FlyBase_Annotation_IDs:GI20861-PA,GB_protein:EDW10054,REFSEQ:XP_002006119,FlyMine:FBpp0170078,modMine:FBpp0170078; MD5=ab12cff36d9ac719b58cb671125ea4b5; length=359; release=r1.3; species=Dmoj; 
FBpp0170077          -          CLIPD                -            3.9e-82  275.4   0.7   4.5e-82  275.2   0.7   1.1   1   0   0   1   1   1   1 type=protein; loc=scaffold_6496:join(16757544..16758416,16758469..16758786); ID=FBpp0170077; name=Dmoj\GI20860-PA; parent=FBgn0143594,FBtr0171585; dbxref=FlyBase:FBpp0170077,FlyBase_Annotation_IDs:GI20860-PA,GB_protein:EDW10053,REFSEQ:XP_002006118,FlyMine:FBpp0170077,modMine:FBpp0170077; MD5=f7d58bd2231bcc6f04a514303b6842fe; length=396; release=r1.3; species=Dmoj; 
FBpp0163029          -          CLIPD                -            2.7e-81  272.7   0.4   3.1e-81  272.5   0.4   1.1   1   0   0   1   1   1   1 type=protein; loc=scaffold_6680:join(19929685..19930046,19933736..19934507); ID=FBpp0163029; name=Dmoj\GI13812-PA; parent=FBgn0136566,FBtr0164537; dbxref=FlyBase:FBpp0163029,FlyBase_Annotation_IDs:GI13812-PA,GB_protein:EDW19492,REFSEQ:XP_002009016,FlyMine:FBpp0163029,modMine:FBpp0163029; MD5=91a4cf18a704113acfd0c03cee3f03f5; length=377; release=r1.3; species=Dmoj; 
FBpp0162816          -          CLIPD                -            2.3e-79  266.3   0.4   2.5e-79  266.2   0.4   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_6680:join(16332672..16333023,16333092..16333660,16333760..16333933); ID=FBpp0162816; name=Dmoj\GI13599-PA; parent=FBgn0136354,FBtr0164324; dbxref=FlyBase:FBpp0162816,FlyBase_Annotation_IDs:GI13599-PA,GB_protein:EDW19106,REFSEQ:XP_002008630,FlyMine:FBpp0162816,modMine:FBpp0162816; MD5=aa5e3aec43994aea836e6992a7946988; length=364; release=r1.3; species=Dmoj; 
FBpp0173177          -          CLIPD                -            1.1e-75  254.3   0.1   1.2e-75  254.1   0.1   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_6540:join(4082187..4082502,4082594..4082949); ID=FBpp0173177; name=Dmoj\GI23960-PA; parent=FBgn0146684,FBtr0174685; dbxref=FlyBase:FBpp0173177,FlyBase_Annotation_IDs:GI23960-PA,GB_protein:EDW13894,REFSEQ:XP_001998433,FlyMine:FBpp0173177,modMine:FBpp0173177; MD5=cb8f33af11199907b13348d379e0998d; length=223; release=r1.3; species=Dmoj; 
FBpp0165751          -          CLIPD                -            8.5e-75  251.3   0.0   1.1e-74  251.0   0.0   1.3   1   0   0   1   1   1   1 type=protein; loc=scaffold_6654:complement(2502277..2502880,2502940..2503241,2503348..2504247,2504665..2506401); ID=FBpp0165751; name=Dmoj\GI16534-PA; parent=FBgn0139282,FBtr0167259; dbxref=FlyBase:FBpp0165751,FlyBase_Annotation_IDs:GI16534-PA,GB_protein:EDW17392,REFSEQ:XP_002012261,FlyMine:FBpp0165751,modMine:FBpp0165751; MD5=c4db4a45fa9b19f012a0313a5659f779; length=1180; release=r1.3; species=Dmoj; 
FBpp0173344          -          CLIPD                -            1.1e-72  244.4   0.1   1.4e-72  244.1   0.1   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_6540:join(6854045..6854105,6855237..6855650,6855713..6855821,6855885..6856171,6856757..6857055); ID=FBpp0173344; name=Dmoj\GI24127-PA; parent=FBgn0146850,FBtr0174852; dbxref=FlyBase:FBpp0173344,FlyBase_Annotation_IDs:GI24127-PA,GB_protein:EDW14191,REFSEQ:XP_001998730,FlyMine:FBpp0173344,modMine:FBpp0173344; MD5=9288ef35a09f21d049ee559e13515dc5; length=389; release=r1.3; species=Dmoj; 
FBpp0168684          -          CLIPD                -            1.6e-72  243.9   0.7     2e-72  243.6   0.7   1.1   1   0   0   1   1   1   1 type=protein; loc=scaffold_6500:complement(29927470..29928077,29928136..29928388,29929396..29929731); ID=FBpp0168684; name=Dmoj\GI19467-PA; parent=FBgn0142205,FBtr0170192; dbxref=FlyBase:FBpp0168684,FlyBase_Annotation_IDs:GI19467-PA,GB_protein:EDW13537,REFSEQ:XP_002004095,FlyMine:FBpp0168684,modMine:FBpp0168684; MD5=4735c6b62e0039a5a9fffc778174d253; length=398; release=r1.3; species=Dmoj; 
FBpp0171485          -          CLIPD                -            5.8e-72  242.0   0.2     7e-72  241.8   0.2   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_6540:complement(28066577..28067183,28067235..28067584,28067647..28067810,28067966..28067987); ID=FBpp0171485; name=Dmoj\GI22268-PA; parent=FBgn0144996,FBtr0172993; dbxref=FlyBase:FBpp0171485,FlyBase_Annotation_IDs:GI22268-PA,GB_protein:EDW16372,REFSEQ:XP_002000911,FlyMine:FBpp0171485,modMine:FBpp0171485; MD5=19ea825b03c642cf1496ecb116af62ce; length=380; release=r1.3; species=Dmoj; 
FBpp0172419          -          CLIPD                -            9.7e-70  234.8   0.6   1.3e-69  234.4   0.6   1.1   1   0   0   1   1   1   1 type=protein; loc=scaffold_6540:complement(10917424..10917848,10917908..10918101,10918163..10918211,10918271..10918484,10918552..10918724,10918799..10918874); ID=FBpp0172419; name=Dmoj\GI23202-PA; parent=FBgn0145929,FBtr0173927; dbxref=FlyBase:FBpp0172419,FlyBase_Annotation_IDs:GI23202-PA,GB_protein:EDW14655,REFSEQ:XP_001999194,FlyMine:FBpp0172419,modMine:FBpp0172419; MD5=97a41726edbca175eb0f0d823742c8e5; length=376; release=r1.3; species=Dmoj; 
FBpp0169592          -          CLIPD                -            1.6e-69  234.1   7.7   2.8e-69  233.3   7.2   1.6   2   0   0   2   2   1   1 type=protein; loc=scaffold_6496:join(9963416..9963498,9963581..9963866,9965093..9965713,9965768..9966946,9967025..9967354,9967406..9967503,9967575..9967975,9968043..9968369,9968430..9968613,9968677..9968836,9968900..9969026,9969114..9969259,9969341..9969676); ID=FBpp0169592; name=Dmoj\GI20375-PA; parent=FBgn0143111,FBtr0171100; dbxref=FlyBase:FBpp0169592,FlyBase_Annotation_IDs:GI20375-PA,GB_protein:EDW09159,REFSEQ:XP_002005224,FlyMine:FBpp0169592,modMine:FBpp0169592; MD5=6eede248a43f623486a5e40109f7852b; length=1425; release=r1.3; species=Dmoj; 
FBpp0171997          -          CLIPD                -            3.3e-69  233.0   1.0   4.2e-69  232.7   1.0   1.1   1   0   0   1   1   1   1 type=protein; loc=scaffold_6540:complement(18698329..18699065,18699134..18699574,18699731..18699791); ID=FBpp0171997; name=Dmoj\GI22780-PA; parent=FBgn0145507,FBtr0173505; dbxref=FlyBase:FBpp0171997,FlyBase_Annotation_IDs:GI22780-PA,GB_protein:EDW15445,REFSEQ:XP_001999984,FlyMine:FBpp0171997,modMine:FBpp0171997; MD5=fbbeedd402b1cb6c055ab43558e578ce; length=412; release=r1.3; species=Dmoj; 
FBpp0165234          -          CLIPD                -            1.3e-68  231.0   1.9   1.8e-68  230.6   1.9   1.3   1   1   0   1   1   1   1 type=protein; loc=scaffold_1745:complement(2967..3106,3166..3249,3385..3477,3543..4326,4414..4569,4627..4818); ID=FBpp0165234; name=Dmoj\GI16017-PA; parent=FBgn0138766,FBtr0166742; dbxref=FlyBase:FBpp0165234,FlyBase_Annotation_IDs:GI16017-PA,GB_protein:EDW05270,REFSEQ:XP_002012593,FlyMine:FBpp0165234,modMine:FBpp0165234; MD5=7a364be8d450678f5cc2e0cfe4454cc2; length=482; release=r1.3; species=Dmoj; 
FBpp0174094          -          CLIPD                -            2.9e-68  229.9   0.1   3.6e-68  229.6   0.1   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_6540:join(19534525..19534585,19534857..19535053,19535113..19535302,19535354..19536084); ID=FBpp0174094; name=Dmoj\GI24877-PA; parent=FBgn0147597,FBtr0175602; dbxref=FlyBase:FBpp0174094,FlyBase_Annotation_IDs:GI24877-PA,GB_protein:EDW15516,REFSEQ:XP_002000055,FlyMine:FBpp0174094,modMine:FBpp0174094; MD5=d4b47077f3c098bbdd32b054a4356d7c; length=392; release=r1.3; species=Dmoj; 
FBpp0166044          -          CLIPD                -              3e-68  229.9   0.0   4.6e-68  229.3   0.0   1.4   1   1   0   1   1   1   1 type=protein; loc=scaffold_6654:join(1812205..1812466,1812528..1812809,1812870..1813025,1813083..1814021,1814083..1815010,1815090..1815367,1815428..1815750); ID=FBpp0166044; name=Dmoj\GI16827-PA; parent=FBgn0139574,FBtr0167552; dbxref=FlyBase:FBpp0166044,FlyBase_Annotation_IDs:GI16827-PA,GB_protein:EDW17308,REFSEQ:XP_002012177,FlyMine:FBpp0166044,modMine:FBpp0166044; MD5=9dd91b38e2043e39a8f7ae446a954531; length=1055; release=r1.3; species=Dmoj; 
FBpp0166067          -          CLIPD                -            1.5e-67  227.6   2.4   3.6e-67  226.3   2.4   1.7   1   1   0   1   1   1   1 type=protein; loc=scaffold_6654:join(2175994..2176456,2176510..2176716,2176869..2177096,2177153..2177617,2177677..2178222,2178274..2178456,2178603..2178830,2178886..2179353,2179415..2180173,2180233..2180706,2180774..2183119,2183513..2183904,2183962..2184117,2184205..2184988,2185054..2185146,2185282..2185365,2185425..2185564); ID=FBpp0166067; name=Dmoj\GI16850-PA; parent=FBgn0139596,FBtr0167575; dbxref=FlyBase:FBpp0166067,FlyBase_Annotation_IDs:GI16850-PA,GB_protein:EDW17350,REFSEQ:XP_002012219,FlyMine:FBpp0166067,modMine:FBpp0166067; MD5=df410c2de7d9f87051da7851ac2e5afd; length=2671; release=r1.3; species=Dmoj; 
FBpp0173536          -          CLIPD                -            1.7e-66  224.1   0.2   2.1e-66  223.8   0.2   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_6540:join(9992637..9992688,10036576..10037239,10037879..10038473); ID=FBpp0173536; name=Dmoj\GI24319-PA; parent=FBgn0147042,FBtr0175044; dbxref=FlyBase:FBpp0173536,FlyBase_Annotation_IDs:GI24319-PA,GB_protein:EDW14549,REFSEQ:XP_001999088,FlyMine:FBpp0173536,modMine:FBpp0173536; MD5=c55380d2f6a50266000f9250a0fe239b; length=436; release=r1.3; species=Dmoj; 
FBpp0166992          -          CLIPD                -            4.2e-66  222.8   1.1   5.2e-66  222.5   1.1   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_6500:join(18246366..18246637,18246699..18247254); ID=FBpp0166992; name=Dmoj\GI17775-PA; parent=FBgn0140516,FBtr0168500; dbxref=FlyBase:FBpp0166992,FlyBase_Annotation_IDs:GI17775-PA,GB_protein:EDW12624,REFSEQ:XP_002003182,FlyMine:FBpp0166992,modMine:FBpp0166992; MD5=8cc6f2aade7bdd6bf89daab93c5f0ab9; length=275; release=r1.3; species=Dmoj; 
FBpp0166993          -          CLIPD                -            6.5e-66  222.2   0.1     8e-66  221.9   0.1   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_6500:join(18248018..18248304,18248364..18248919); ID=FBpp0166993; name=Dmoj\GI17776-PA; parent=FBgn0140517,FBtr0168501; dbxref=FlyBase:FBpp0166993,FlyBase_Annotation_IDs:GI17776-PA,GB_protein:EDW12625,REFSEQ:XP_002003183,FlyMine:FBpp0166993,modMine:FBpp0166993; MD5=4d41c6cadc85cc035ac0c589338cd338; length=280; release=r1.3; species=Dmoj; 
FBpp0161543          -          CLIPD                -            7.9e-66  221.9   3.4   1.2e-65  221.3   3.4   1.5   1   1   0   1   1   1   1 type=protein; loc=scaffold_6680:complement(6068366..6068605,6068664..6068880,6068938..6069519,6069575..6070504,6070578..6070876,6071865..6071927); ID=FBpp0161543; name=Dmoj\GI12326-PA; parent=FBgn0135083,FBtr0163051; dbxref=FlyBase:FBpp0161543,FlyBase_Annotation_IDs:GI12326-PA,GB_protein:EDW18024,REFSEQ:XP_002007548,FlyMine:FBpp0161543,modMine:FBpp0161543; MD5=3ebc9cf56f54d86e2200e2a00197b4f9; length=776; release=r1.3; species=Dmoj; 
FBpp0173537          -          CLIPD                -            1.4e-65  221.1   0.4   1.8e-65  220.8   0.4   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_6540:join(10040764..10041388,10041547..10041643,10041703..10042001,10042061..10042383); ID=FBpp0173537; name=Dmoj\GI24320-PA; parent=FBgn0147043,FBtr0175045; dbxref=FlyBase:FBpp0173537,FlyBase_Annotation_IDs:GI24320-PA,GB_protein:EDW14553,REFSEQ:XP_001999092,FlyMine:FBpp0173537,modMine:FBpp0173537; MD5=f1aae4a588b75d925ff08d87a5c90d1d; length=447; release=r1.3; species=Dmoj; 
FBpp0168024          -          CLIPD                -            2.8e-65  220.1   0.6     4e-65  219.6   0.6   1.2   1   0   0   1   1   1   1 type=protein; loc=scaffold_6496:complement(15481083..15481955,15482020..15482463); ID=FBpp0168024; name=Dmoj\GI18807-PA; parent=FBgn0141546,FBtr0169532; dbxref=FlyBase:FBpp0168024,FlyBase_Annotation_IDs:GI18807-PA,GB_protein:EDW09903,REFSEQ:XP_002005968,FlyMine:FBpp0168024,modMine:FBpp0168024; MD5=a49b3899543e38add7e118f9dd7397ad; length=438; release=r1.3; species=Dmoj; 
FBpp0173021          -          CLIPD                -            2.7e-64  216.9   0.1   3.3e-64  216.6   0.1   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_6500:complement(18288414..18288969,18289032..18289285); ID=FBpp0173021; name=Dmoj\GI23804-PA; parent=FBgn0146529,FBtr0174529; dbxref=FlyBase:FBpp0173021,FlyBase_Annotation_IDs:GI23804-PA,GB_protein:EDW12628,REFSEQ:XP_002003186,FlyMine:FBpp0173021,modMine:FBpp0173021; MD5=ca8f65f7860b0b301e6fd6d86e2cb2ec; length=269; release=r1.3; species=Dmoj; 
FBpp0160070          -          CLIPD                -            3.2e-64  216.6   0.0   3.9e-64  216.4   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_6540:join(34036251..34036383,34036436..34037008,34037064..34037215); ID=FBpp0160070; name=Dmoj\GI10853-PA; parent=FBgn0133616,FBtr0161578; dbxref=FlyBase:FBpp0160070,FlyBase_Annotation_IDs:GI10853-PA,GB_protein:EDW16999,REFSEQ:XP_002001538,FlyMine:FBpp0160070,modMine:FBpp0160070; MD5=3e9357fb7a959e14200f1d8bfb5e83f3; length=285; release=r1.3; species=Dmoj; 
FBpp0164445          -          CLIPD                -            4.7e-64  216.1   0.0   5.9e-64  215.8   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_6473:complement(1296968..1297773,1297836..1298114,1298207..1298270); ID=FBpp0164445; name=Dmoj\GI15228-PA; parent=FBgn0137977,FBtr0165953; dbxref=FlyBase:FBpp0164445,FlyBase_Annotation_IDs:GI15228-PA,GB_protein:EDW06762,REFSEQ:XP_002009445,FlyMine:FBpp0164445,modMine:FBpp0164445; MD5=d6152771c47a40166b8ad9e6a5f06dc5; length=382; release=r1.3; species=Dmoj; 
FBpp0169991          -          CLIPD                -            5.7e-64  215.8   0.1   9.9e-64  215.0   0.1   1.4   1   1   0   1   1   1   1 type=protein; loc=scaffold_6496:join(15485251..15485733,15485788..15486669); ID=FBpp0169991; name=Dmoj\GI20774-PA; parent=FBgn0143509,FBtr0171499; dbxref=FlyBase:FBpp0169991,FlyBase_Annotation_IDs:GI20774-PA,GB_protein:EDW09904,REFSEQ:XP_002005969,FlyMine:FBpp0169991,modMine:FBpp0169991; MD5=b8e82b27fe56b582f457b6a9886bcf82; length=454; release=r1.3; species=Dmoj; 
FBpp0173019          -          CLIPD                -            6.5e-64  215.6   0.2   7.9e-64  215.4   0.2   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_6500:complement(18290496..18291051,18291113..18291351); ID=FBpp0173019; name=Dmoj\GI23802-PA; parent=FBgn0146527,FBtr0174527; dbxref=FlyBase:FBpp0173019,FlyBase_Annotation_IDs:GI23802-PA,GB_protein:EDW12629,REFSEQ:XP_002003187,FlyMine:FBpp0173019,modMine:FBpp0173019; MD5=9bb7d8ff6d1f0f31fc10ae197a34b70f; length=264; release=r1.3; species=Dmoj; 
FBpp0166672          -          CLIPD                -            1.2e-62  211.5   0.2   1.5e-62  211.1   0.2   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_6500:11767885..11768667; ID=FBpp0166672; name=Dmoj\GI17455-PA; parent=FBgn0140199,FBtr0168180; dbxref=FlyBase:FBpp0166672,FlyBase_Annotation_IDs:GI17455-PA,GB_protein:EDW12018,REFSEQ:XP_002002576,FlyMine:FBpp0166672,modMine:FBpp0166672; MD5=f511b1d86c5d6fafb48559d37b7bcee3; length=260; release=r1.3; species=Dmoj; 
FBpp0173022          -          CLIPD                -            2.2e-62  210.6   0.1   2.7e-62  210.3   0.1   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_6500:complement(18285291..18285846,18285908..18286194); ID=FBpp0173022; name=Dmoj\GI23805-PA; parent=FBgn0146530,FBtr0174530; dbxref=FlyBase:FBpp0173022,FlyBase_Annotation_IDs:GI23805-PA,GB_protein:EDW12627,REFSEQ:XP_002003185,FlyMine:FBpp0173022,modMine:FBpp0173022; MD5=9b97e9e0bbb83cf7e213c5f06bf6ad27; length=280; release=r1.3; species=Dmoj; 
FBpp0170467          -          CLIPD                -            2.9e-62  210.2   1.1   3.7e-62  209.9   1.1   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_6496:24345429..24346232; ID=FBpp0170467; name=Dmoj\GI21250-PA; parent=FBgn0143980,FBtr0171975; dbxref=FlyBase:FBpp0170467,FlyBase_Annotation_IDs:GI21250-PA,GB_protein:EDW10703,REFSEQ:XP_002006768,FlyMine:FBpp0170467,modMine:FBpp0170467; MD5=5ddfabc34fdb30e32ba874bde2b65e77; length=267; release=r1.3; species=Dmoj; 
FBpp0160536          -          CLIPD                -            3.1e-62  210.2   1.3   3.5e-62  209.9   1.3   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_6680:complement(23644039..23644194,23644254..23644549,23644613..23644883); ID=FBpp0160536; name=Dmoj\GI11319-PA; parent=FBgn0134080,FBtr0162044; dbxref=FlyBase:FBpp0160536,FlyBase_Annotation_IDs:GI11319-PA,GB_protein:EDW19777,REFSEQ:XP_002009301,FlyMine:FBpp0160536,modMine:FBpp0160536; MD5=ef4ec29e2d35849568276de6a94de223; length=240; release=r1.3; species=Dmoj; 
FBpp0172285          -          CLIPD                -            4.1e-62  209.7   0.2   4.9e-62  209.5   0.2   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_6540:complement(13177637..13178225,13178276..13178532,13178601..13178776,13178832..13178973); ID=FBpp0172285; name=Dmoj\GI23068-PA; parent=FBgn0145795,FBtr0173793; dbxref=FlyBase:FBpp0172285,FlyBase_Annotation_IDs:GI23068-PA,GB_protein:EDW14898,REFSEQ:XP_001999437,FlyMine:FBpp0172285,modMine:FBpp0172285; MD5=d2f8e1cb6901dbb0c168d39e64e69ba6; length=387; release=r1.3; species=Dmoj; 
FBpp0173446          -          CLIPD                -            8.8e-62  208.6   2.1   1.2e-61  208.3   2.1   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_6540:join(8255478..8255480,8255527..8255905,8255961..8256210,8256272..8256857); ID=FBpp0173446; name=Dmoj\GI24229-PA; parent=FBgn0146952,FBtr0174954; dbxref=FlyBase:FBpp0173446,FlyBase_Annotation_IDs:GI24229-PA,GB_protein:EDW14381,REFSEQ:XP_001998920,FlyMine:FBpp0173446,modMine:FBpp0173446; MD5=ead0e29fc226daedc67ab8f525447b27; length=405; release=r1.3; species=Dmoj; 
FBpp0167629          -          CLIPD                -            9.5e-62  208.5   0.3   1.2e-61  208.3   0.3   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_6496:complement(24342396..24343193); ID=FBpp0167629; name=Dmoj\GI18412-PA; parent=FBgn0141151,FBtr0169137; dbxref=FlyBase:FBpp0167629,FlyBase_Annotation_IDs:GI18412-PA,GB_protein:EDW10702,REFSEQ:XP_002006767,FlyMine:FBpp0167629,modMine:FBpp0167629; MD5=2244fbecc58294554d195f3de8c00ad2; length=265; release=r1.3; species=Dmoj; 
FBpp0164571          -          CLIPD                -            2.3e-61  207.3   0.0   3.1e-61  206.9   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_6473:join(1294996..1295020,1295084..1295365,1295428..1296200); ID=FBpp0164571; name=Dmoj\GI15354-PA; parent=FBgn0138103,FBtr0166079; dbxref=FlyBase:FBpp0164571,FlyBase_Annotation_IDs:GI15354-PA,GB_protein:EDW06761,REFSEQ:XP_002009444,FlyMine:FBpp0164571,modMine:FBpp0164571; MD5=aea2aaf47bcf43c3bfe5ab1ed7abcf6e; length=359; release=r1.3; species=Dmoj; 
FBpp0162424          -          CLIPD                -            9.1e-61  205.3   2.3   1.2e-53  181.9   0.6   2.8   2   1   0   2   2   2   2 type=protein; loc=scaffold_6680:join(9868066..9868084,9868775..9868921,9869005..9869832,9869965..9871266,9871329..9872377,9872438..9872914,9872968..9873301,9873362..9874460,9874522..9874691,9874754..9874867,9874952..9875735,9875798..9875989,9876049..9876521,9876602..9876893,9876955..9877062,9877120..9877678); ID=FBpp0162424; name=Dmoj\GI13207-PA; parent=FBgn0135964,FBtr0163932; dbxref=FlyBase:FBpp0162424,FlyBase_Annotation_IDs:GI13207-PA,GB_protein:EDW18401,REFSEQ:XP_002007925,FlyMine:FBpp0162424,modMine:FBpp0162424; MD5=dafb17bf49927d058831f33a1dafd05c; length=2648; release=r1.3; species=Dmoj; 
FBpp0170464          -          CLIPD                -            9.7e-61  205.2   0.1   1.2e-60  204.9   0.1   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_6496:24337487..24338302; ID=FBpp0170464; name=Dmoj\GI21247-PA; parent=FBgn0143977,FBtr0171972; dbxref=FlyBase:FBpp0170464,FlyBase_Annotation_IDs:GI21247-PA,GB_protein:EDW10700,REFSEQ:XP_002006765,FlyMine:FBpp0170464,modMine:FBpp0170464; MD5=4b93490cb4a8fc7ef8acec0aba5e9b3c; length=271; release=r1.3; species=Dmoj; 
